,"(1896, '1')","(1896, '2')","(1896, '3')","(1900, '1')","(1900, '2')","(1900, '3')","(1904, '1')","(1904, '2')","(1904, '3')","(1906, '1')","(1906, '2')","(1906, '3')","(1908, '1')","(1908, '2')","(1908, '3')","(1912, '1')","(1912, '2')","(1912, '3')","(1920, '1')","(1920, '2')","(1920, '3')","(1924, '1')","(1924, '2')","(1924, '3')","(1928, '1')","(1928, '2')","(1928, '3')","(1932, '1')","(1932, '2')","(1932, '3')","(1936, '1')","(1936, '2')","(1936, '3')","(1948, '1')","(1948, '2')","(1948, '3')","(1952, '1')","(1952, '2')","(1952, '3')","(1956, '1')","(1956, '2')","(1956, '3')","(1960, '1')","(1960, '2')","(1960, '3')","(1964, '1')","(1964, '2')","(1964, '3')","(1968, '1')","(1968, '2')","(1968, '3')","(1972, '1')","(1972, '2')","(1972, '3')","(1976, '1')","(1976, '2')","(1976, '3')","(1980, '1')","(1980, '2')","(1980, '3')","(1984, '1')","(1984, '2')","(1984, '3')","(1988, '1')","(1988, '2')","(1988, '3')","(1992, '1')","(1992, '2')","(1992, '3')","(1994, '1')","(1994, '2')","(1994, '3')","(1996, '1')","(1996, '2')","(1996, '3')","(1998, '1')","(1998, '2')","(1998, '3')","(2000, '1')","(2000, '2')","(2000, '3')","(2002, '1')","(2002, '2')","(2002, '3')","(2004, '1')","(2004, '2')","(2004, '3')","(2006, '1')","(2006, '2')","(2006, '3')","(2008, '1')","(2008, '2')","(2008, '3')","(2010, '1')","(2010, '2')","(2010, '3')","(2012, '1')","(2012, '2')","(2012, '3')","(2014, '1')","(2014, '2')","(2014, '3')","(2016, '1')","(2016, '2')","(2016, '3')"
238,,,,,,,,,,,,,,,,,,,SWE,Water Polo,10,ITA,Rowing,17,ITA,Gymnastics,68,RSA,Swimming,2,GER,Gymnastics,72,GBR,Athletics,94,GBR,Gymnastics,104,GER,Rowing,12,GBR,Fencing,32,GBR,Canoeing,6,FIN,Cycling,10,ESP,Swimming,15,FIN,Archery,2,FRA,Biathlon,10,COL,Archery,1,CAN,Sailing,15,CAN,Canoeing,27,RUS,Luge,9,CAN,Athletics,47,NOR,Snowboarding,7,BUR,Judo,1,LAT,Luge,8,BUL,Cycling,3,LAT,Biathlon,32,BUL,Shooting,8,KOR,Figure Skating,2,BRU,Athletics,2,KOR,Bobsleigh,14,BRA,Handball,28
239,,,,,,,,,,,,,,,,,,,SWE,Weightlifting,6,ITA,Sailing,3,ITA,Modern Pentathlon,3,SUI,Art Competitions,2,GER,Handball,22,GBR,Basketball,13,GBR,Hockey,13,GER,Sailing,9,GBR,Figure Skating,4,GBR,Cross Country Skiing,9,FIN,Diving,3,ESP,Water Polo,11,FIN,Athletics,41,FRA,Boxing,2,COL,Athletics,8,CAN,Shooting,16,CAN,Cross Country Skiing,37,RUS,Nordic Combined,7,CAN,Badminton,16,NOR,Speed Skating,18,CAF,Archery,1,LAT,Skeleton,1,BUL,Equestrianism,1,LAT,Bobsleigh,12,BUL,Swimming,8,KOR,Freestyle Skiing,1,BRU,Swimming,1,KOR,Cross Country Skiing,5,BRA,Hockey,16
240,,,,,,,,,,,,,,,,,,,SWE,Wrestling,15,ITA,Shooting,24,ITA,Nordic Combined,1,SUI,Athletics,4,GER,Hockey,22,GBR,Bobsleigh,12,GBR,Modern Pentathlon,6,GER,Shooting,4,GBR,Football,15,GBR,Cycling,18,FIN,Gymnastics,48,ESP,Weightlifting,1,FIN,Biathlon,7,FRA,Canoeing,13,COL,Boxing,5,CAN,Ski Jumping,12,CAN,Cycling,16,RUS,Short Track Speed Skating,14,CAN,Basketball,12,NZL,Alpine Skiing,1,CAF,Athletics,2,LAT,Speed Skating,2,BUL,Gymnastics,13,LAT,Cross Country Skiing,11,BUL,Tennis,1,KOR,Luge,1,BUL,Archery,1,KOR,Curling,5,BRA,Judo,14
241,,,,,,,,,,,,,,,,,,,TCH,Athletics,25,ITA,Ski Jumping,2,ITA,Rowing,26,SUI,Bobsleigh,6,GER,Ice Hockey,12,GBR,Boxing,8,GBR,Rowing,23,GER,Ski Jumping,4,GBR,Gymnastics,84,GBR,Diving,6,FIN,Ice Hockey,17,ETH,Athletics,26,FIN,Boxing,5,FRA,Cross Country Skiing,16,COL,Cycling,9,CAN,Speed Skating,33,CAN,Diving,8,RUS,Ski Jumping,12,CAN,Beach Volleyball,6,NZL,Bobsleigh,2,CAM,Athletics,2,LIB,Alpine Skiing,3,BUL,Judo,2,LAT,Ice Hockey,23,BUL,Volleyball,12,KOR,Short Track Speed Skating,26,BUL,Athletics,9,KOR,Figure Skating,3,BRA,Modern Pentathlon,2
242,,,,,,,,,,,,,,,,,,,TCH,Cycling,8,ITA,Swimming,7,ITA,Sailing,12,SUI,Fencing,2,GER,Modern Pentathlon,3,GBR,Canoeing,7,GBR,Sailing,14,GER,Speed Skating,6,GBR,Hockey,15,GBR,Equestrianism,15,FIN,Modern Pentathlon,6,ETH,Boxing,6,FIN,Canoeing,9,FRA,Cycling,11,COL,Shooting,15,CAN,Swimming,66,CAN,Equestrianism,22,RUS,Speed Skating,29,CAN,Boxing,11,NZL,Freestyle Skiing,2,CAM,Swimming,2,LIE,Alpine Skiing,11,BUL,Rhythmic Gymnastics,8,LAT,Luge,8,BUL,Wrestling,12,KOR,Skeleton,1,BUL,Badminton,1,KOR,Freestyle Skiing,5,BRA,Rhythmic Gymnastics,6
243,,,,,,,,,,,,,,,,,,,TCH,Fencing,28,ITA,Tennis,11,ITA,Skeleton,2,SUI,Gymnastics,1,GER,Nordic Combined,4,GBR,Cycling,16,GBR,Shooting,14,GER,Swimming,26,GBR,Modern Pentathlon,6,GBR,Fencing,31,FIN,Nordic Combined,3,ETH,Cycling,8,FIN,Cross Country Skiing,28,FRA,Diving,1,COL,Swimming,3,CAN,Synchronized Swimming,5,CAN,Fencing,24,SEN,Alpine Skiing,1,CAN,Canoeing,25,NZL,Luge,1,CAN,Archery,1,LIE,Cross Country Skiing,7,BUL,Rowing,6,LAT,Short Track Speed Skating,2,BUR,Athletics,2,KOR,Ski Jumping,6,BUL,Boxing,4,KOR,Luge,8,BRA,Rowing,4
244,,,,,,,,,,,,,,,,,,,TCH,Football,14,ITA,Water Polo,7,ITA,Ski Jumping,3,SUI,Nordic Combined,3,GER,Polo,4,GBR,Diving,12,GBR,Speed Skating,10,GER,Water Polo,10,GBR,Rowing,26,GBR,Figure Skating,5,FIN,Rowing,2,FIJ,Athletics,4,FIN,Cycling,2,FRA,Fencing,25,COL,Weightlifting,5,CAN,Table Tennis,4,CAN,Figure Skating,13,SLO,Alpine Skiing,35,CAN,Cycling,18,NZL,Snowboarding,1,CAN,Athletics,45,LTU,Biathlon,3,BUL,Sailing,2,LAT,Skeleton,1,BUR,Fencing,1,KOR,Snowboarding,1,BUL,Canoeing,1,KOR,Short Track Speed Skating,26,BRA,Rugby Sevens,25
245,,,,,,,,,,,,,,,,,,,TCH,Gymnastics,16,ITA,Weightlifting,15,ITA,Swimming,9,SUI,Ski Jumping,3,GER,Rowing,26,GBR,Equestrianism,12,GBR,Swimming,29,GER,Weightlifting,2,GBR,Sailing,11,GBR,Gymnastics,24,FIN,Sailing,3,FIN,Archery,3,FIN,Fencing,5,FRA,Figure Skating,1,COL,Wrestling,2,CAN,Tennis,10,CAN,Freestyle Skiing,7,SLO,Biathlon,12,CAN,Diving,6,NZL,Speed Skating,2,CAN,Badminton,14,LTU,Cross Country Skiing,16,BUL,Shooting,5,LIB,Alpine Skiing,6,BUR,Judo,1,KOR,Speed Skating,30,BUL,Cycling,2,KOR,Skeleton,2,BRA,Sailing,15
246,,,,,,,,,,,,,,,,,,,TCH,Ice Hockey,8,ITA,Wrestling,17,ITA,Weightlifting,6,SWE,Art Competitions,53,GER,Sailing,14,GBR,Fencing,29,GBR,Water Polo,9,GER,Wrestling,7,GBR,Shooting,10,GBR,Hockey,18,FIN,Shooting,11,FIN,Athletics,49,FIN,Figure Skating,1,FRA,Gymnastics,48,CRC,Alpine Skiing,3,CAN,Weightlifting,3,CAN,Gymnastics,57,SLO,Ski Jumping,12,CAN,Equestrianism,19,POL,Alpine Skiing,4,CAN,Basketball,24,LTU,Figure Skating,2,BUL,Swimming,12,LIB,Skeleton,1,BUR,Swimming,2,LAT,Alpine Skiing,6,BUL,Fencing,1,KOR,Ski Jumping,12,BRA,Shooting,13
247,,,,,,,,,,,,,,,,,,,TCH,Rowing,15,JPN,Athletics,13,ITA,Wrestling,5,SWE,Athletics,13,GER,Shooting,9,GBR,Figure Skating,9,GBR,Weightlifting,5,GRE,Alpine Skiing,6,GBR,Speed Skating,7,GBR,Judo,4,FIN,Ski Jumping,8,FIN,Biathlon,8,FIN,Ice Hockey,18,FRA,Judo,8,CRC,Athletics,5,CAN,Wrestling,13,CAN,Hockey,15,SMR,Alpine Skiing,1,CAN,Fencing,13,POL,Biathlon,20,CAN,Beach Volleyball,4,MDA,Biathlon,5,BUL,Synchronized Swimming,2,LIE,Alpine Skiing,10,CAF,Athletics,2,LAT,Biathlon,28,BUL,Gymnastics,5,KOR,Snowboarding,6,BRA,Swimming,62
248,,,,,,,,,,,,,,,,,,,TCH,Shooting,30,JPN,Swimming,14,JPN,Athletics,26,SWE,Boxing,3,GER,Ski Jumping,4,GBR,Football,19,GBR,Wrestling,6,GRE,Athletics,9,GBR,Swimming,38,GBR,Luge,2,FIN,Speed Skating,26,FIN,Boxing,4,FIN,Judo,2,FRA,Modern Pentathlon,6,CRC,Biathlon,2,CAY,Athletics,2,CAN,Ice Hockey,22,SMR,Bobsleigh,2,CAN,Gymnastics,36,POL,Bobsleigh,4,CAN,Boxing,7,MDA,Cross Country Skiing,3,BUL,Tennis,1,LIE,Cross Country Skiing,2,CAF,Boxing,1,LAT,Bobsleigh,6,BUL,Judo,1,KOR,Speed Skating,31,BRA,Synchronized Swimming,11
249,,,,,,,,,,,,,,,,,,,TCH,Swimming,6,JPN,Tennis,8,JPN,Boxing,2,SWE,Cross Country Skiing,8,GER,Speed Skating,8,GBR,Gymnastics,72,GER,Alpine Skiing,24,GRE,Rowing,1,GBR,Weightlifting,7,GBR,Modern Pentathlon,6,FIN,Swimming,7,FIN,Canoeing,5,FIN,Modern Pentathlon,6,FRA,Rowing,17,CRC,Cross Country Skiing,2,CAY,Cycling,10,CAN,Judo,12,SUI,Alpine Skiing,34,CAN,Judo,11,POL,Cross Country Skiing,20,CAN,Canoeing,20,MDA,Luge,1,BUL,Weightlifting,9,LTU,Alpine Skiing,2,CAM,Athletics,2,LAT,Cross Country Skiing,4,BUL,Rhythmic Gymnastics,7,LAT,Alpine Skiing,12,BRA,Table Tennis,10
250,,,,,,,,,,,,,,,,,,,TCH,Tennis,12,JPN,Wrestling,2,JPN,Cross Country Skiing,8,SWE,Cycling,7,GER,Swimming,32,GBR,Hockey,12,GER,Athletics,54,GRE,Sailing,2,GBR,Wrestling,6,GBR,Rowing,8,FIN,Weightlifting,5,FIN,Cross Country Skiing,27,FIN,Nordic Combined,4,FRA,Ski Jumping,4,CRC,Football,17,CGO,Athletics,10,CAN,Luge,7,SUI,Biathlon,4,CAN,Rhythmic Gymnastics,1,POL,Figure Skating,5,CAN,Cycling,20,MEX,Bobsleigh,2,BUL,Wrestling,13,LTU,Biathlon,4,CAM,Swimming,2,LAT,Ice Hockey,21,BUL,Sailing,2,LAT,Biathlon,6,BRA,Taekwondo,4
251,,,,,,,,,,,,,,,,,,,TCH,Water Polo,8,LAT,Athletics,19,JPN,Diving,1,SWE,Diving,1,GER,Water Polo,11,GBR,Ice Hockey,14,GER,Bobsleigh,8,GRE,Shooting,2,GER,Alpine Skiing,24,GBR,Sailing,9,FIN,Wrestling,9,FIN,Cycling,9,FIN,Rowing,7,FRA,Speed Skating,2,CRC,Judo,4,CHA,Athletics,6,CAN,Modern Pentathlon,2,SUI,Bobsleigh,12,CAN,Rowing,36,POL,Luge,2,CAN,Diving,11,MEX,Skeleton,1,BUR,Athletics,3,LTU,Cross Country Skiing,6,CAN,Archery,7,LAT,Luge,10,BUL,Shooting,9,LAT,Bobsleigh,12,BRA,Tennis,11
252,,,,,,,,,,,,,,,,,,,TCH,Weightlifting,2,LAT,Boxing,1,JPN,Equestrianism,4,SWE,Equestrianism,18,GER,Weightlifting,10,GBR,Modern Pentathlon,3,GER,Boxing,10,GRE,Wrestling,2,GER,Athletics,104,GBR,Shooting,8,FRA,Alpine Skiing,24,FIN,Diving,3,FIN,Sailing,8,FRA,Swimming,22,CRC,Shooting,3,CHI,Alpine Skiing,16,CAN,Rhythmic Gymnastics,2,SUI,Cross Country Skiing,36,CAN,Sailing,16,POL,Short Track Speed Skating,2,CAN,Equestrianism,10,MGL,Cross Country Skiing,2,BUR,Judo,1,LTU,Figure Skating,2,CAN,Athletics,33,LAT,Short Track Speed Skating,3,BUL,Swimming,7,LAT,Cross Country Skiing,8,BRA,Trampolining,1
253,,,,,,,,,,,,,,,,,,,TCH,Wrestling,10,LAT,Cross Country Skiing,2,JPN,Nordic Combined,1,SWE,Fencing,3,GER,Wrestling,14,GBR,Rowing,26,GER,Canoeing,13,GUY,Athletics,4,GER,Biathlon,4,GBR,Speed Skating,9,FRA,Athletics,53,FIN,Fencing,1,FIN,Shooting,6,FRA,Weightlifting,4,CRC,Swimming,3,CHI,Athletics,6,CAN,Rowing,33,SUI,Figure Skating,1,CAN,Shooting,10,POL,Ski Jumping,12,CAN,Fencing,7,MGL,Short Track Speed Skating,2,BUR,Swimming,1,LUX,Figure Skating,1,CAN,Badminton,4,LAT,Skeleton,2,BUL,Tennis,2,LAT,Ice Hockey,24,BRA,Triathlon,2
254,,,,,,,,,,,,,,,,,,,USA,Athletics,120,LAT,Cycling,6,JPN,Rowing,6,SWE,Figure Skating,2,GRE,Alpine Skiing,1,GBR,Sailing,13,GER,Cross Country Skiing,13,GUY,Weightlifting,2,GER,Boxing,10,GBR,Swimming,47,FRA,Biathlon,8,FIN,Gymnastics,7,FIN,Ski Jumping,7,FRA,Wrestling,3,CYP,Alpine Skiing,10,CHI,Modern Pentathlon,6,CAN,Sailing,16,SUI,Freestyle Skiing,6,CAN,Softball,15,POL,Snowboarding,4,CAN,Gymnastics,38,MKD,Alpine Skiing,2,CAF,Athletics,2,MAD,Alpine Skiing,2,CAN,Baseball,24,LAT,Speed Skating,1,BUL,Volleyball,12,LAT,Luge,13,BRA,Volleyball,24
255,,,,,,,,,,,,,,,,,,,USA,Boxing,16,LAT,Football,11,JPN,Ski Jumping,1,SWE,Modern Pentathlon,3,GRE,Art Competitions,2,GBR,Shooting,12,GER,Cycling,9,HKG,Swimming,4,GER,Canoeing,13,GBR,Weightlifting,5,FRA,Bobsleigh,12,FIN,Ice Hockey,19,FIN,Speed Skating,11,FRG,Alpine Skiing,20,CYP,Athletics,5,CHI,Rowing,2,CAN,Shooting,16,SUI,Luge,1,CAN,Swimming,51,POL,Speed Skating,6,CAN,Hockey,16,MKD,Cross Country Skiing,2,CAF,Judo,1,MDA,Biathlon,7,CAN,Boxing,1,LIB,Alpine Skiing,6,BUL,Weightlifting,2,LAT,Short Track Speed Skating,1,BRA,Water Polo,26
256,,,,,,,,,,,,,,,,,,,USA,Cycling,20,LAT,Speed Skating,5,JPN,Swimming,16,SWE,Nordic Combined,2,GRE,Athletics,21,GBR,Skeleton,4,GER,Diving,5,HUN,Athletics,24,GER,Cross Country Skiing,23,GBR,Wrestling,6,FRA,Boxing,6,FIN,Judo,1,FIN,Swimming,2,FRG,Biathlon,10,CYP,Cycling,1,CHI,Sailing,3,CAN,Short Track Speed Skating,15,SUI,Nordic Combined,7,CAN,Synchronized Swimming,9,POR,Freestyle Skiing,1,CAN,Judo,6,MON,Bobsleigh,7,CAF,Taekwondo,1,MDA,Cross Country Skiing,2,CAN,Canoeing,26,LIE,Alpine Skiing,3,BUL,Wrestling,9,LAT,Skeleton,3,BRA,Weightlifting,5
257,,,,,,,,,,,,,,,,,,,USA,Diving,19,LAT,Weightlifting,4,JPN,Wrestling,1,SWE,Sailing,7,GRE,Cross Country Skiing,1,GBR,Speed Skating,14,GER,Equestrianism,18,HUN,Boxing,2,GER,Cycling,17,GER,Alpine Skiing,24,FRA,Canoeing,6,FIN,Modern Pentathlon,6,FIN,Weightlifting,5,FRG,Bobsleigh,12,CYP,Judo,2,CHI,Shooting,1,CAN,Ski Jumping,9,SUI,Ski Jumping,4,CAN,Table Tennis,8,POR,Speed Skating,1,CAN,Rhythmic Gymnastics,1,NED,Bobsleigh,10,CAM,Athletics,2,MDA,Luge,1,CAN,Cycling,19,LIE,Bobsleigh,2,BUR,Athletics,2,LAT,Speed Skating,3,BRA,Wrestling,5
258,,,,,,,,,,,,,,,,,,,USA,Equestrianism,17,LAT,Wrestling,6,LAT,Art Competitions,8,SWE,Shooting,3,GRE,Fencing,21,GBR,Swimming,35,GER,Fencing,17,HUN,Canoeing,13,GER,Diving,8,GER,Athletics,108,FRA,Cross Country Skiing,16,FIN,Nordic Combined,3,FIN,Wrestling,8,FRG,Cross Country Skiing,20,CYP,Shooting,4,CHI,Table Tennis,5,CAN,Speed Skating,20,SUI,Speed Skating,1,CAN,Tennis,8,PRK,Short Track Speed Skating,14,CAN,Rowing,32,NED,Short Track Speed Skating,3,CAM,Swimming,2,MGL,Cross Country Skiing,2,CAN,Diving,12,LTU,Alpine Skiing,2,BUR,Judo,1,LIB,Alpine Skiing,3,BRN,Athletics,29
259,,,,,,,,,,,,,,,,,,,USA,Fencing,37,LTU,Cycling,2,LAT,Athletics,7,SWE,Ski Jumping,3,GRE,Modern Pentathlon,1,GBR,Water Polo,8,GER,Figure Skating,8,HUN,Diving,4,GER,Equestrianism,16,GER,Biathlon,4,FRA,Cycling,18,FIN,Rowing,3,FRA,Alpine Skiing,21,FRG,Figure Skating,8,DEN,Athletics,3,CHN,Archery,12,CAN,Swimming,63,SVK,Alpine Skiing,4,CAN,Volleyball,12,PRK,Speed Skating,3,CAN,Sailing,9,NED,Snowboarding,1,CAN,Archery,2,MKD,Alpine Skiing,4,CAN,Equestrianism,24,LTU,Biathlon,3,BUR,Swimming,2,LIE,Alpine Skiing,3,BRN,Shooting,1
260,,,,,,,,,,,,,,,,,,,USA,Figure Skating,4,LTU,Football,11,LAT,Cycling,5,SWE,Speed Skating,3,GRE,Shooting,8,GBR,Weightlifting,10,GER,Football,14,HUN,Equestrianism,6,GER,Fencing,33,GER,Bobsleigh,12,FRA,Equestrianism,14,FIN,Sailing,7,FRA,Archery,2,FRG,Ice Hockey,20,DEN,Canoeing,2,CHN,Athletics,55,CAN,Synchronized Swimming,5,SVK,Biathlon,12,CAN,Weightlifting,2,PUR,Alpine Skiing,1,CAN,Shooting,16,NED,Speed Skating,35,CAN,Athletics,25,MKD,Cross Country Skiing,1,CAN,Fencing,12,LTU,Cross Country Skiing,8,CAF,Athletics,2,LIE,Cross Country Skiing,2,BRN,Swimming,2
261,,,,,,,,,,,,,,,,,,,USA,Gymnastics,4,LUX,Art Competitions,4,LAT,Sailing,1,SWE,Swimming,3,GRE,Swimming,7,GBR,Wrestling,16,GER,Gymnastics,119,HUN,Fencing,29,GER,Figure Skating,11,GER,Boxing,10,FRA,Fencing,32,FIN,Shooting,13,FRA,Athletics,50,FRG,Luge,9,DEN,Cycling,18,CHN,Basketball,22,CAN,Table Tennis,2,SVK,Cross Country Skiing,19,CAN,Wrestling,14,PUR,Bobsleigh,6,CAN,Softball,15,NEP,Cross Country Skiing,2,CAN,Badminton,9,MON,Alpine Skiing,8,CAN,Football,18,MAR,Alpine Skiing,2,CAF,Swimming,1,LTU,Alpine Skiing,4,BRN,Wrestling,1
262,,,,,,,,,,,,,,,,,,,USA,Ice Hockey,11,LUX,Athletics,9,LAT,Speed Skating,3,SWE,Wrestling,14,GRE,Wrestling,4,GRE,Alpine Skiing,2,GER,Hockey,15,HUN,Figure Skating,2,GER,Gymnastics,84,GER,Canoeing,13,FRA,Figure Skating,5,FIN,Ski Jumping,8,FRA,Biathlon,7,FRG,Nordic Combined,4,DEN,Equestrianism,6,CHN,Boxing,2,CAN,Tennis,7,SVK,Ice Hockey,23,CAY,Athletics,1,ROU,Biathlon,4,CAN,Swimming,73,NOR,Alpine Skiing,25,CAN,Baseball,24,MON,Bobsleigh,2,CAN,Gymnastics,46,MDA,Alpine Skiing,3,CAF,Taekwondo,2,LTU,Biathlon,6,BRU,Athletics,2
263,,,,,,,,,,,,,,,,,,,USA,Modern Pentathlon,2,LUX,Boxing,6,LAT,Weightlifting,1,TCH,Art Competitions,35,HUN,Alpine Skiing,4,GRE,Art Competitions,5,GER,Ice Hockey,15,HUN,Gymnastics,56,GER,Hockey,14,GER,Cross Country Skiing,26,FRA,Football,18,FIN,Speed Skating,18,FRA,Bobsleigh,8,FRG,Ski Jumping,5,DEN,Handball,14,CHN,Canoeing,8,CAN,Volleyball,12,SVK,Luge,2,CAY,Cycling,1,ROU,Bobsleigh,8,CAN,Synchronized Swimming,10,NOR,Biathlon,32,CAN,Beach Volleyball,4,NED,Bobsleigh,10,CAN,Hockey,16,MDA,Biathlon,5,CAF,Wrestling,1,LTU,Cross Country Skiing,5,BRU,Badminton,1
264,,,,,,,,,,,,,,,,,,,USA,Polo,4,LUX,Cycling,9,LAT,Wrestling,2,TCH,Athletics,5,HUN,Art Competitions,7,GRE,Athletics,26,GER,Modern Pentathlon,6,HUN,Modern Pentathlon,6,GER,Ice Hockey,16,GER,Cycling,18,FRA,Gymnastics,57,FIN,Swimming,3,FRA,Boxing,6,FRG,Speed Skating,10,DEN,Judo,1,CHN,Cross Country Skiing,5,CAN,Weightlifting,2,SVK,Nordic Combined,3,CAY,Sailing,7,ROU,Cross Country Skiing,8,CAN,Table Tennis,10,NOR,Bobsleigh,6,CAN,Boxing,5,NED,Short Track Speed Skating,7,CAN,Judo,5,MDA,Cross Country Skiing,2,CAM,Athletics,2,LTU,Figure Skating,2,BUL,Athletics,12
265,,,,,,,,,,,,,,,,,,,USA,Rowing,17,LUX,Football,11,LTU,Athletics,6,TCH,Cross Country Skiing,8,HUN,Athletics,40,GRE,Cycling,7,GER,Nordic Combined,2,HUN,Rowing,4,GER,Modern Pentathlon,6,GER,Diving,12,FRA,Hockey,18,FIN,Weightlifting,9,FRA,Canoeing,15,GBR,Alpine Skiing,19,DEN,Rowing,10,CHN,Cycling,11,CAN,Wrestling,13,SVK,Ski Jumping,4,CGO,Athletics,2,ROU,Figure Skating,1,CAN,Taekwondo,1,NOR,Cross Country Skiing,48,CAN,Canoeing,24,NED,Snowboarding,2,CAN,Modern Pentathlon,3,MDA,Luge,1,CAM,Judo,1,LTU,Short Track Speed Skating,3,BUL,Badminton,3
266,,,,,,,,,,,,,,,,,,,USA,Rugby,16,LUX,Gymnastics,72,LTU,Boxing,2,TCH,Figure Skating,1,HUN,Boxing,6,GRE,Fencing,22,GER,Rowing,21,HUN,Shooting,7,GER,Nordic Combined,4,GER,Equestrianism,20,FRA,Ice Hockey,18,FIN,Wrestling,10,FRA,Cross Country Skiing,16,GBR,Archery,4,DEN,Sailing,8,CHN,Diving,8,CAY,Athletics,2,SWE,Alpine Skiing,30,CGO,Judo,1,ROU,Luge,4,CAN,Tennis,7,NOR,Curling,9,CAN,Cycling,16,NED,Speed Skating,44,CAN,Rhythmic Gymnastics,1,MEX,Alpine Skiing,2,CAM,Swimming,2,LUX,Cross Country Skiing,1,BUL,Boxing,3
267,,,,,,,,,,,,,,,,,,,USA,Shooting,106,LUX,Swimming,4,LTU,Cycling,4,TCH,Nordic Combined,4,HUN,Canoeing,8,GRE,Rowing,9,GER,Sailing,14,HUN,Swimming,26,GER,Rowing,26,GER,Fencing,31,FRA,Luge,7,FRA,Alpine Skiing,23,FRA,Cycling,15,GBR,Athletics,80,DEN,Shooting,4,CHN,Fencing,24,CAY,Cycling,8,SWE,Biathlon,20,CGO,Swimming,2,ROU,Speed Skating,4,CAN,Trampolining,2,NOR,Freestyle Skiing,3,CAN,Diving,14,NEP,Cross Country Skiing,1,CAN,Rowing,35,MGL,Cross Country Skiing,2,CAM,Taekwondo,1,MAR,Alpine Skiing,4,BUL,Canoeing,3
268,,,,,,,,,,,,,,,,,,,USA,Swimming,40,LUX,Tennis,1,LTU,Speed Skating,4,TCH,Ski Jumping,4,HUN,Cycling,16,GRE,Sailing,4,GER,Shooting,8,HUN,Water Polo,11,GER,Sailing,13,GER,Figure Skating,12,FRA,Modern Pentathlon,6,FRA,Archery,5,FRA,Diving,2,GBR,Biathlon,10,DEN,Swimming,7,CHN,Figure Skating,6,CAY,Sailing,3,SWE,Bobsleigh,6,CHA,Athletics,4,RSA,Alpine Skiing,2,CAN,Triathlon,4,NOR,Nordic Combined,12,CAN,Equestrianism,19,NOR,Alpine Skiing,18,CAN,Sailing,14,MKD,Alpine Skiing,2,CAN,Archery,2,MDA,Alpine Skiing,1,BUL,Cycling,1
269,,,,,,,,,,,,,,,,,,,USA,Tug-Of-War,8,LUX,Weightlifting,4,LTU,Weightlifting,1,TCH,Weightlifting,2,HUN,Diving,4,GRE,Shooting,9,GER,Ski Jumping,4,HUN,Wrestling,9,GER,Shooting,11,GER,Football,19,FRA,Nordic Combined,3,FRA,Athletics,59,FRA,Equestrianism,16,GBR,Bobsleigh,12,DEN,Weightlifting,1,CHN,Football,14,CGO,Athletics,9,SWE,Cross Country Skiing,37,CHI,Athletics,4,RSA,Figure Skating,1,CAN,Water Polo,13,NOR,Skeleton,1,CAN,Fencing,8,NOR,Biathlon,39,CAN,Shooting,6,MKD,Cross Country Skiing,2,CAN,Athletics,46,MDA,Biathlon,1,BUL,Fencing,1
270,,,,,,,,,,,,,,,,,,,USA,Water Polo,12,LUX,Wrestling,2,LUX,Art Competitions,6,TCH,Wrestling,2,HUN,Equestrianism,18,GRE,Swimming,2,GER,Speed Skating,3,INA,Athletics,3,GER,Ski Jumping,4,GER,Gymnastics,84,FRA,Rowing,17,FRA,Biathlon,8,FRA,Fencing,31,GBR,Boxing,9,DJI,Athletics,3,CHN,Gymnastics,84,CGO,Swimming,1,SWE,Freestyle Skiing,8,CHI,Boxing,1,RUS,Alpine Skiing,14,CAN,Weightlifting,2,NOR,Ski Jumping,12,CAN,Gymnastics,74,NOR,Cross Country Skiing,42,CAN,Softball,15,MNE,Alpine Skiing,2,CAN,Badminton,5,MDA,Cross Country Skiing,2,BUL,Judo,2
271,,,,,,,,,,,,,,,,,,,USA,Wrestling,20,MEX,Athletics,21,LUX,Athletics,6,TUR,Art Competitions,2,HUN,Fencing,29,GRE,Water Polo,8,GER,Swimming,12,INA,Fencing,2,GER,Speed Skating,24,GER,Hockey,12,FRA,Sailing,9,FRA,Bobsleigh,8,FRA,Figure Skating,1,GBR,Canoeing,15,DOM,Athletics,6,CHN,Handball,12,CHA,Athletics,5,SWE,Ice Hockey,22,CHI,Cycling,5,RUS,Biathlon,24,CAN,Wrestling,4,NOR,Snowboarding,6,CAN,Judo,6,NOR,Curling,8,CAN,Swimming,67,MON,Alpine Skiing,4,CAN,Basketball,12,MDA,Luge,1,BUL,Modern Pentathlon,1
