,"(1896, '1')","(1896, '2')","(1896, '3')","(1900, '1')","(1900, '2')","(1900, '3')","(1904, '1')","(1904, '2')","(1904, '3')","(1906, '1')","(1906, '2')","(1906, '3')","(1908, '1')","(1908, '2')","(1908, '3')","(1912, '1')","(1912, '2')","(1912, '3')","(1920, '1')","(1920, '2')","(1920, '3')","(1924, '1')","(1924, '2')","(1924, '3')","(1928, '1')","(1928, '2')","(1928, '3')","(1932, '1')","(1932, '2')","(1932, '3')","(1936, '1')","(1936, '2')","(1936, '3')","(1948, '1')","(1948, '2')","(1948, '3')","(1952, '1')","(1952, '2')","(1952, '3')","(1956, '1')","(1956, '2')","(1956, '3')","(1960, '1')","(1960, '2')","(1960, '3')","(1964, '1')","(1964, '2')","(1964, '3')","(1968, '1')","(1968, '2')","(1968, '3')","(1972, '1')","(1972, '2')","(1972, '3')","(1976, '1')","(1976, '2')","(1976, '3')","(1980, '1')","(1980, '2')","(1980, '3')","(1984, '1')","(1984, '2')","(1984, '3')","(1988, '1')","(1988, '2')","(1988, '3')","(1992, '1')","(1992, '2')","(1992, '3')","(1994, '1')","(1994, '2')","(1994, '3')","(1996, '1')","(1996, '2')","(1996, '3')","(1998, '1')","(1998, '2')","(1998, '3')","(2000, '1')","(2000, '2')","(2000, '3')","(2002, '1')","(2002, '2')","(2002, '3')","(2004, '1')","(2004, '2')","(2004, '3')","(2006, '1')","(2006, '2')","(2006, '3')","(2008, '1')","(2008, '2')","(2008, '3')","(2010, '1')","(2010, '2')","(2010, '3')","(2012, '1')","(2012, '2')","(2012, '3')","(2014, '1')","(2014, '2')","(2014, '3')","(2016, '1')","(2016, '2')","(2016, '3')"
1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Gymnastics,7,POR,Archery,1,,,,SLE,Boxing,1,,,,RSA,Archery,2,,,,PUR,Boxing,5,,,,POL,Shooting,13,,,,PAN,Boxing,1,,,,NED,Hockey,32
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Judo,5,POR,Athletics,43,,,,SLE,Swimming,1,,,,RSA,Athletics,29,,,,PUR,Diving,2,,,,POL,Swimming,27,,,,PAN,Judo,1,,,,NED,Judo,11
1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Luge,2,POR,Badminton,4,,,,SLO,Archery,6,,,,RSA,Baseball,24,,,,PUR,Equestrianism,1,,,,POL,Table Tennis,6,,,,PAN,Swimming,2,,,,NED,Rowing,36
1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Modern Pentathlon,2,POR,Canoeing,10,,,,SLO,Athletics,10,,,,RSA,Boxing,3,,,,PUR,Gymnastics,7,,,,POL,Tennis,8,,,,PAN,Taekwondo,1,,,,NED,Sailing,11
1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Shooting,4,POR,Equestrianism,9,,,,SLO,Canoeing,5,,,,RSA,Canoeing,3,,,,PUR,Judo,3,,,,POL,Triathlon,3,,,,PAR,Athletics,2,,,,NED,Swimming,30
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Swimming,34,POR,Fencing,4,,,,SLO,Cycling,2,,,,RSA,Cycling,4,,,,PUR,Sailing,3,,,,POL,Volleyball,24,,,,PAR,Judo,1,,,,NED,Table Tennis,5
1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Table Tennis,11,POR,Judo,8,,,,SLO,Rowing,7,,,,RSA,Football,16,,,,PUR,Shooting,2,,,,POL,Weightlifting,10,,,,PAR,Rowing,1,,,,NED,Taekwondo,1
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Weightlifting,7,POR,Modern Pentathlon,1,,,,SLO,Sailing,5,,,,RSA,Hockey,16,,,,PUR,Swimming,7,,,,POL,Wrestling,9,,,,PAR,Swimming,4,,,,NED,Tennis,6
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPE,Wrestling,4,POR,Rowing,2,,,,SLO,Shooting,3,,,,RSA,Judo,1,,,,PUR,Synchronized Swimming,2,,,,POR,Archery,1,,,,PAR,Table Tennis,1,,,,NED,Triathlon,1
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTO,Athletics,4,POR,Sailing,8,,,,SLO,Swimming,9,,,,RSA,Modern Pentathlon,1,,,,PUR,Taekwondo,1,,,,POR,Athletics,28,,,,PAR,Tennis,1,,,,NED,Volleyball,12
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTO,Cycling,3,POR,Shooting,4,,,,SMR,Archery,1,,,,RSA,Rowing,8,,,,PUR,Tennis,1,,,,POR,Badminton,2,,,,PER,Athletics,5,,,,NED,Wrestling,1
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTO,Swimming,3,POR,Swimming,17,,,,SMR,Athletics,1,,,,RSA,Sailing,2,,,,PUR,Wrestling,1,,,,POR,Canoeing,5,,,,PER,Badminton,2,,,,NEP,Archery,1
1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUN,Athletics,2,POR,Tennis,3,,,,SMR,Judo,1,,,,RSA,Shooting,5,,,,QAT,Athletics,10,,,,POR,Cycling,2,,,,PER,Judo,1,,,,NEP,Athletics,2
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUN,Football,19,POR,Wrestling,1,,,,SMR,Sailing,1,,,,RSA,Swimming,38,,,,QAT,Shooting,2,,,,POR,Equestrianism,6,,,,PER,Rowing,1,,,,NEP,Judo,1
1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUN,Swimming,4,PRK,Alpine Skiing,3,,,,SMR,Shooting,2,,,,RSA,Tennis,6,,,,QAT,Swimming,1,,,,POR,Fencing,2,,,,PER,Sailing,1,,,,NEP,Swimming,2
1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUN,Table Tennis,5,PRK,Archery,6,,,,SMR,Swimming,1,,,,RSA,Triathlon,2,,,,QAT,Weightlifting,2,,,,POR,Judo,5,,,,PER,Shooting,1,,,,NEP,Taekwondo,1
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUN,Volleyball,12,PRK,Athletics,3,,,,SOL,Athletics,3,,,,RSA,Wrestling,1,,,,ROU,Athletics,28,,,,POR,Rowing,2,,,,PER,Swimming,3,,,,NGR,Athletics,28
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUN,Wrestling,3,PRK,Boxing,6,,,,SOL,Weightlifting,1,,,,RUS,Archery,7,,,,ROU,Boxing,3,,,,POR,Sailing,8,,,,PER,Taekwondo,1,,,,NGR,Basketball,11
1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Alpine Skiing,11,PRK,Cross Country Skiing,10,,,,SOM,Athletics,4,,,,RUS,Athletics,122,,,,ROU,Canoeing,14,,,,POR,Shooting,3,,,,PER,Weightlifting,1,,,,NGR,Boxing,1
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Archery,12,PRK,Cycling,3,,,,SRI,Athletics,6,,,,RUS,Badminton,4,,,,ROU,Cycling,1,,,,POR,Swimming,14,,,,PHI,Archery,2,,,,NGR,Canoeing,1
1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Athletics,4,PRK,Diving,4,,,,SRI,Diving,1,,,,RUS,Basketball,23,,,,ROU,Diving,1,,,,POR,Table Tennis,3,,,,PHI,Athletics,2,,,,NGR,Football,18
1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Boxing,4,PRK,Figure Skating,6,,,,SRI,Shooting,4,,,,RUS,Beach Volleyball,2,,,,ROU,Equestrianism,1,,,,POR,Taekwondo,1,,,,PHI,Boxing,1,,,,NGR,Rowing,1
1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Cross Country Skiing,8,PRK,Gymnastics,57,,,,STP,Athletics,2,,,,RUS,Boxing,12,,,,ROU,Fencing,6,,,,POR,Trampolining,2,,,,PHI,Cycling,1,,,,NGR,Swimming,2
1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Judo,4,PRK,Judo,3,,,,SUD,Athletics,3,,,,RUS,Canoeing,21,,,,ROU,Gymnastics,72,,,,POR,Triathlon,3,,,,PHI,Judo,1,,,,NGR,Table Tennis,7
