Year,NOC,Sport,count
1920,SWE,Rowing,6
1920,SWE,Sailing,11
1920,SWE,Shooting,79
1920,SWE,Swimming,27
1920,SWE,Tennis,17
1920,SWE,Water Polo,10
1920,SWE,Weightlifting,6
1920,SWE,Wrestling,15
1920,TCH,Athletics,25
1920,TCH,Cycling,8
1920,TCH,Fencing,28
1920,TCH,Football,14
1920,TCH,Gymnastics,16
1920,TCH,Ice Hockey,8
1920,TCH,Rowing,15
1920,TCH,Shooting,30
1920,TCH,Swimming,6
1920,TCH,Tennis,12
1920,TCH,Water Polo,8
1920,TCH,Weightlifting,2
1920,TCH,Wrestling,10
1920,USA,Athletics,120
1920,USA,Boxing,16
1920,USA,Cycling,20
1920,USA,Diving,19
1920,USA,Equestrianism,17
1920,USA,Fencing,37
1920,USA,Figure Skating,4
1920,USA,Gymnastics,4
1920,USA,Ice Hockey,11
1920,USA,Modern Pentathlon,2
1920,USA,Polo,4
1920,USA,Rowing,17
1920,USA,Rugby,16
1920,USA,Shooting,106
1920,USA,Swimming,40
1920,USA,Tug-Of-War,8
1920,USA,Water Polo,12
1920,USA,Wrestling,20
1920,YUG,Football,15
1924,ARG,Athletics,16
1924,ARG,Boxing,10
1924,ARG,Cycling,14
1924,ARG,Fencing,24
1924,ARG,Polo,5
1924,ARG,Rowing,9
1924,ARG,Sailing,6
1924,ARG,Shooting,8
1924,ARG,Swimming,6
1924,ARG,Tennis,8
1924,ARG,Weightlifting,3
1924,AUS,Alpinism,1
1924,AUS,Art Competitions,1
1924,AUS,Athletics,18
1924,AUS,Boxing,3
1924,AUS,Cycling,6
1924,AUS,Diving,2
1924,AUS,Rowing,10
1924,AUS,Swimming,15
1924,AUS,Tennis,4
1924,AUS,Wrestling,1
1924,AUT,Athletics,7
1924,AUT,Boxing,3
1924,AUT,Diving,3
1924,AUT,Equestrianism,2
1924,AUT,Fencing,8
1924,AUT,Figure Skating,4
1924,AUT,Shooting,10
1924,AUT,Weightlifting,15
1924,AUT,Wrestling,8
1924,BEL,Art Competitions,6
1924,BEL,Athletics,21
1924,BEL,Bobsleigh,5
1924,BEL,Boxing,10
1924,BEL,Cycling,18
1924,BEL,Diving,3
1924,BEL,Equestrianism,19
1924,BEL,Fencing,29
1924,BEL,Figure Skating,3
1924,BEL,Football,11
1924,BEL,Ice Hockey,10
1924,BEL,Modern Pentathlon,4
1924,BEL,Rowing,17
1924,BEL,Sailing,9
1924,BEL,Shooting,27
1924,BEL,Speed Skating,14
1924,BEL,Swimming,6
1924,BEL,Tennis,18
1924,BEL,Water Polo,11
1924,BEL,Weightlifting,8
1924,BEL,Wrestling,17
1924,BRA,Art Competitions,1
1924,BRA,Athletics,14
1924,BRA,Rowing,2
1924,BRA,Shooting,1
1924,BUL,Athletics,6
1924,BUL,Cycling,11
1924,BUL,Equestrianism,3
1924,BUL,Football,11
1924,CAN,Athletics,40
1924,CAN,Boxing,9
1924,CAN,Cycling,2
1924,CAN,Figure Skating,4
1924,CAN,Ice Hockey,9
1924,CAN,Rowing,14
1924,CAN,Sailing,1
1924,CAN,Shooting,9
1924,CAN,Speed Skating,4
1924,CAN,Swimming,3
1924,CAN,Wrestling,5
1924,CHI,Athletics,3
1924,CHI,Boxing,4
1924,CHI,Cycling,6
1924,CHI,Fencing,1
1924,CHI,Tennis,4
1924,CUB,Fencing,10
1924,CUB,Sailing,3
1924,DEN,Art Competitions,28
1924,DEN,Athletics,19
1924,DEN,Boxing,8
1924,DEN,Cycling,12
1924,DEN,Diving,5
1924,DEN,Equestrianism,1
1924,DEN,Fencing,28
1924,DEN,Modern Pentathlon,3
1924,DEN,Sailing,4
1924,DEN,Shooting,14
1924,DEN,Swimming,9
1924,DEN,Tennis,11
1924,DEN,Wrestling,16
1924,ECU,Athletics,4
1924,EGY,Art Competitions,3
1924,EGY,Athletics,2
1924,EGY,Boxing,1
1924,EGY,Cycling,5
1924,EGY,Fencing,3
1924,EGY,Football,12
1924,EGY,Shooting,1
1924,EGY,Weightlifting,1
1924,EGY,Wrestling,2
1924,ESP,Art Competitions,1
1924,ESP,Athletics,32
1924,ESP,Boxing,7
1924,ESP,Diving,5
1924,ESP,Equestrianism,8
1924,ESP,Fencing,28
1924,ESP,Football,11
1924,ESP,Polo,6
1924,ESP,Rowing,14
1924,ESP,Sailing,4
1924,ESP,Shooting,1
1924,ESP,Swimming,7
1924,ESP,Tennis,16
1924,ESP,Water Polo,7
1924,ESP,Wrestling,4
1924,EST,Athletics,16
1924,EST,Boxing,1
1924,EST,Football,11
1924,EST,Weightlifting,8
1924,EST,Wrestling,11
1924,FIN,Art Competitions,1
1924,FIN,Athletics,84
1924,FIN,Cross Country Skiing,8
1924,FIN,Cycling,8
1924,FIN,Diving,6
1924,FIN,Equestrianism,1
1924,FIN,Figure Skating,2
1924,FIN,Gymnastics,72
1924,FIN,Military Ski Patrol,4
1924,FIN,Modern Pentathlon,3
1924,FIN,Nordic Combined,2
1924,FIN,Sailing,1
1924,FIN,Shooting,43
1924,FIN,Ski Jumping,2
1924,FIN,Speed Skating,15
1924,FIN,Swimming,2
1924,FIN,Tennis,8
1924,FIN,Wrestling,24
1924,FRA,Art Competitions,164
1924,FRA,Athletics,99
1924,FRA,Bobsleigh,8
1924,FRA,Boxing,16
1924,FRA,Cross Country Skiing,8
1924,FRA,Curling,4
1924,FRA,Cycling,18
1924,FRA,Diving,12
1924,FRA,Equestrianism,20
1924,FRA,Fencing,35
1924,FRA,Figure Skating,7
1924,FRA,Football,12
1924,FRA,Gymnastics,72
1924,FRA,Ice Hockey,12
1924,FRA,Military Ski Patrol,4
1924,FRA,Modern Pentathlon,4
1924,FRA,Nordic Combined,4
1924,FRA,Polo,5
1924,FRA,Rowing,26
1924,FRA,Rugby,19
1924,FRA,Sailing,9
1924,FRA,Shooting,31
1924,FRA,Ski Jumping,4
1924,FRA,Speed Skating,17
1924,FRA,Swimming,32
1924,FRA,Tennis,17
1924,FRA,Water Polo,7
1924,FRA,Weightlifting,14
1924,FRA,Wrestling,24
1924,GBR,Alpinism,12
1924,GBR,Art Competitions,16
1924,GBR,Athletics,87
1924,GBR,Bobsleigh,8
1924,GBR,Boxing,16
1924,GBR,Curling,4
1924,GBR,Cycling,18
1924,GBR,Diving,13
1924,GBR,Equestrianism,16
1924,GBR,Fencing,33
1924,GBR,Figure Skating,8
1924,GBR,Gymnastics,72
1924,GBR,Ice Hockey,10
1924,GBR,Modern Pentathlon,4
1924,GBR,Polo,4
1924,GBR,Rowing,21
1924,GBR,Sailing,6
1924,GBR,Shooting,35
1924,GBR,Speed Skating,8
1924,GBR,Swimming,36
1924,GBR,Tennis,20
1924,GBR,Water Polo,7
1924,GBR,Weightlifting,10
1924,GBR,Wrestling,14
1924,GRE,Art Competitions,2
1924,GRE,Athletics,27
1924,GRE,Boxing,1
1924,GRE,Fencing,14
1924,GRE,Shooting,16
1924,GRE,Swimming,3
1924,GRE,Tennis,7
1924,GRE,Water Polo,7
1924,GRE,Wrestling,2
1924,HAI,Athletics,7
1924,HAI,Shooting,9
1924,HUN,Art Competitions,2
1924,HUN,Athletics,26
1924,HUN,Boxing,1
1924,HUN,Cross Country Skiing,3
1924,HUN,Cycling,6
1924,HUN,Fencing,19
1924,HUN,Football,11
1924,HUN,Nordic Combined,3
1924,HUN,Rowing,7
1924,HUN,Shooting,31
1924,HUN,Swimming,6
1924,HUN,Tennis,11
1924,HUN,Water Polo,8
1924,HUN,Wrestling,12
1924,IND,Alpinism,7
1924,IND,Athletics,13
1924,IND,Tennis,11
1924,IRL,Art Competitions,9
1924,IRL,Athletics,13
1924,IRL,Boxing,7
1924,IRL,Football,12
1924,IRL,Tennis,12
1924,IRL,Water Polo,7
1924,ITA,Art Competitions,10
1924,ITA,Athletics,55
1924,ITA,Bobsleigh,10
1924,ITA,Boxing,16
1924,ITA,Cross Country Skiing,8
1924,ITA,Cycling,17
1924,ITA,Diving,1
1924,ITA,Equestrianism,16
1924,ITA,Fencing,28
1924,ITA,Football,13
1924,ITA,Gymnastics,72
1924,ITA,Military Ski Patrol,4
1924,ITA,Modern Pentathlon,4
1924,ITA,Rowing,17
1924,ITA,Sailing,3
1924,ITA,Shooting,24
1924,ITA,Ski Jumping,2
1924,ITA,Swimming,7
1924,ITA,Tennis,11
1924,ITA,Water Polo,7
1924,ITA,Weightlifting,15
1924,ITA,Wrestling,17
1924,JPN,Athletics,13
1924,JPN,Swimming,14
1924,JPN,Tennis,8
1924,JPN,Wrestling,2
1924,LAT,Athletics,19
1924,LAT,Boxing,1
1924,LAT,Cross Country Skiing,2
1924,LAT,Cycling,6
1924,LAT,Football,11
1924,LAT,Speed Skating,5
1924,LAT,Weightlifting,4
1924,LAT,Wrestling,6
1924,LTU,Cycling,2
1924,LTU,Football,11
1924,LUX,Art Competitions,4
1924,LUX,Athletics,9
1924,LUX,Boxing,6
1924,LUX,Cycling,9
1924,LUX,Football,11
1924,LUX,Gymnastics,72
1924,LUX,Swimming,4
1924,LUX,Tennis,1
1924,LUX,Weightlifting,4
1924,LUX,Wrestling,2
1924,MEX,Athletics,21
1924,MEX,Shooting,3
1924,MEX,Tennis,4
1924,MON,Art Competitions,1
1924,MON,Athletics,3
1924,MON,Sailing,1
1924,MON,Shooting,4
1924,NED,Art Competitions,32
1924,NED,Athletics,35
1924,NED,Boxing,9
1924,NED,Cycling,18
1924,NED,Diving,8
1924,NED,Equestrianism,9
1924,NED,Fencing,31
1924,NED,Football,19
1924,NED,Modern Pentathlon,4
1924,NED,Rowing,17
1924,NED,Sailing,4
1924,NED,Shooting,13
1924,NED,Swimming,18
1924,NED,Tennis,11
1924,NED,Water Polo,7
1924,NED,Weightlifting,3
1924,NED,Wrestling,8
1924,NEP,Alpinism,1
1924,NOR,Art Competitions,4
1924,NOR,Athletics,12
1924,NOR,Boxing,9
1924,NOR,Cross Country Skiing,8
1924,NOR,Fencing,12
1924,NOR,Figure Skating,1
1924,NOR,Modern Pentathlon,2
1924,NOR,Nordic Combined,4
1924,NOR,Sailing,9
1924,NOR,Shooting,39
1924,NOR,Ski Jumping,4
1924,NOR,Speed Skating,19
1924,NOR,Swimming,1
1924,NOR,Tennis,10
1924,NOR,Wrestling,7
1924,NZL,Athletics,2
1924,NZL,Boxing,1
1924,NZL,Swimming,3
1924,PHI,Athletics,2
1924,POL,Athletics,24
1924,POL,Boxing,5
1924,POL,Cross Country Skiing,3
1924,POL,Cycling,16
1924,POL,Equestrianism,16
1924,POL,Fencing,6
1924,POL,Football,11
1924,POL,Military Ski Patrol,4
1924,POL,Nordic Combined,2
1924,POL,Rowing,6
1924,POL,Sailing,1
1924,POL,Shooting,13
1924,POL,Ski Jumping,1
1924,POL,Speed Skating,5
1924,POL,Wrestling,2
1924,POR,Athletics,4
1924,POR,Equestrianism,8
1924,POR,Fencing,14
1924,POR,Sailing,1
1924,POR,Shooting,17
1924,POR,Swimming,1
1924,POR,Tennis,1
1924,POR,Weightlifting,1
1924,ROU,Football,11
1924,ROU,Rugby,16
1924,ROU,Shooting,13
1924,ROU,Tennis,5
1924,RSA,Art Competitions,2
1924,RSA,Athletics,20
1924,RSA,Boxing,4
1924,RSA,Cycling,2
1924,RSA,Sailing,1
1924,RSA,Shooting,9
1924,RSA,Tennis,6
1924,RUS,Art Competitions,3
1924,SUI,Art Competitions,16
1924,SUI,Athletics,27
1924,SUI,Bobsleigh,8
1924,SUI,Boxing,7
1924,SUI,Cross Country Skiing,7
1924,SUI,Cycling,13
1924,SUI,Diving,1
1924,SUI,Equestrianism,20
1924,SUI,Fencing,23
1924,SUI,Figure Skating,1
1924,SUI,Football,15
1924,SUI,Gymnastics,72
1924,SUI,Ice Hockey,11
1924,SUI,Military Ski Patrol,4
1924,SUI,Nordic Combined,4
1924,SUI,Rowing,16
1924,SUI,Sailing,1
1924,SUI,Shooting,13
1924,SUI,Ski Jumping,4
1924,SUI,Swimming,2
1924,SUI,Tennis,8
1924,SUI,Water Polo,7
1924,SUI,Weightlifting,9
1924,SUI,Wrestling,12
1924,SWE,Athletics,57
1924,SWE,Boxing,5
1924,SWE,Cross Country Skiing,8
1924,SWE,Curling,8
1924,SWE,Cycling,8
1924,SWE,Diving,14
1924,SWE,Equestrianism,20
1924,SWE,Fencing,12
1924,SWE,Figure Skating,1
1924,SWE,Football,18
1924,SWE,Ice Hockey,10
1924,SWE,Modern Pentathlon,4
1924,SWE,Nordic Combined,3
1924,SWE,Sailing,4
1924,SWE,Shooting,42
1924,SWE,Ski Jumping,4
1924,SWE,Speed Skating,7
1924,SWE,Swimming,29
1924,SWE,Tennis,12
1924,SWE,Water Polo,8
1924,SWE,Weightlifting,5
1924,SWE,Wrestling,18
1924,TCH,Art Competitions,3
1924,TCH,Athletics,23
1924,TCH,Cross Country Skiing,8
1924,TCH,Cycling,15
1924,TCH,Diving,2
1924,TCH,Equestrianism,18
1924,TCH,Fencing,10
1924,TCH,Figure Skating,1
1924,TCH,Football,19
1924,TCH,Gymnastics,62
1924,TCH,Ice Hockey,11
1924,TCH,Military Ski Patrol,4
1924,TCH,Modern Pentathlon,2
1924,TCH,Nordic Combined,4
1924,TCH,Sailing,1
1924,TCH,Shooting,39
1924,TCH,Ski Jumping,3
1924,TCH,Swimming,16
1924,TCH,Tennis,8
1924,TCH,Water Polo,9
1924,TCH,Weightlifting,6
1924,TCH,Wrestling,9
1924,TUR,Athletics,5
1924,TUR,Fencing,1
1924,TUR,Football,11
1924,TUR,Weightlifting,1
1924,TUR,Wrestling,5
1924,URU,Art Competitions,1
1924,URU,Boxing,5
1924,URU,Fencing,20
1924,URU,Football,14
1924,USA,Art Competitions,2
1924,USA,Athletics,112
1924,USA,Boxing,16
1924,USA,Cross Country Skiing,4
1924,USA,Cycling,11
1924,USA,Diving,15
1924,USA,Equestrianism,16
1924,USA,Fencing,35
1924,USA,Figure Skating,5
1924,USA,Football,13
1924,USA,Gymnastics,72
1924,USA,Ice Hockey,9
1924,USA,Modern Pentathlon,4
1924,USA,Nordic Combined,4
1924,USA,Polo,4
1924,USA,Rowing,20
1924,USA,Rugby,19
1924,USA,Shooting,43
1924,USA,Ski Jumping,3
1924,USA,Speed Skating,16
1924,USA,Swimming,34
1924,USA,Tennis,20
1924,USA,Water Polo,9
1924,USA,Wrestling,14
1924,YUG,Art Competitions,6
1924,YUG,Athletics,6
1924,YUG,Cross Country Skiing,7
1924,YUG,Cycling,8
1924,YUG,Equestrianism,1
1924,YUG,Football,11
1924,YUG,Gymnastics,72
1924,YUG,Swimming,9
1924,YUG,Tennis,1
1924,YUG,Wrestling,2
1928,ARG,Athletics,12
1928,ARG,Bobsleigh,10
1928,ARG,Boxing,8
1928,ARG,Cycling,10
1928,ARG,Equestrianism,6
1928,ARG,Fencing,9
1928,ARG,Football,16
1928,ARG,Rowing,9
1928,ARG,Sailing,5
1928,ARG,Swimming,8
1928,ARG,Water Polo,7
1928,ARG,Weightlifting,3
1928,ARG,Wrestling,5
1928,AUS,Athletics,13
1928,AUS,Cycling,2
1928,AUS,Diving,2
1928,AUS,Rowing,1
1928,AUS,Swimming,8
1928,AUS,Wrestling,3
1928,AUT,Art Competitions,49
1928,AUT,Athletics,7
1928,AUT,Bobsleigh,11
1928,AUT,Boxing,1
1928,AUT,Cross Country Skiing,1
1928,AUT,Cycling,4
1928,AUT,Diving,3
1928,AUT,Equestrianism,6
1928,AUT,Fencing,9
1928,AUT,Figure Skating,11
1928,AUT,Hockey,16
1928,AUT,Ice Hockey,12
1928,AUT,Nordic Combined,1
1928,AUT,Rowing,2
1928,AUT,Sailing,1
1928,AUT,Skeleton,2
1928,AUT,Ski Jumping,1
1928,AUT,Speed Skating,10
1928,AUT,Swimming,3
1928,AUT,Weightlifting,10
1928,AUT,Wrestling,2
1928,BEL,Art Competitions,38
1928,BEL,Athletics,53
1928,BEL,Bobsleigh,10
1928,BEL,Boxing,6
1928,BEL,Cycling,14
1928,BEL,Equestrianism,18
1928,BEL,Fencing,29
1928,BEL,Figure Skating,3
1928,BEL,Football,14
1928,BEL,Hockey,18
1928,BEL,Ice Hockey,13
1928,BEL,Modern Pentathlon,3
1928,BEL,Rowing,22
1928,BEL,Sailing,6
1928,BEL,Swimming,8
1928,BEL,Water Polo,10
1928,BEL,Weightlifting,8
1928,BEL,Wrestling,13
1928,BUL,Equestrianism,7
1928,BUL,Fencing,3
1928,CAN,Art Competitions,7
1928,CAN,Athletics,53
1928,CAN,Boxing,7
1928,CAN,Cross Country Skiing,2
1928,CAN,Cycling,13
1928,CAN,Diving,2
1928,CAN,Figure Skating,6
1928,CAN,Ice Hockey,12
1928,CAN,Nordic Combined,2
1928,CAN,Rowing,12
1928,CAN,Ski Jumping,1
1928,CAN,Speed Skating,8
1928,CAN,Swimming,14
1928,CAN,Wrestling,5
1928,CHI,Athletics,10
1928,CHI,Boxing,4
1928,CHI,Cycling,6
1928,CHI,Fencing,11
1928,CHI,Football,11
1928,CHI,Swimming,4
1928,CUB,Athletics,1
1928,DEN,Art Competitions,20
1928,DEN,Athletics,14
1928,DEN,Boxing,6
1928,DEN,Cycling,10
1928,DEN,Diving,1
1928,DEN,Equestrianism,3
1928,DEN,Fencing,21
1928,DEN,Hockey,13
1928,DEN,Modern Pentathlon,2
1928,DEN,Rowing,10
1928,DEN,Sailing,5
1928,DEN,Swimming,8
1928,DEN,Weightlifting,1
1928,DEN,Wrestling,8
1928,EGY,Diving,3
1928,EGY,Fencing,18
1928,EGY,Football,16
1928,EGY,Weightlifting,2
1928,EGY,Wrestling,4
1928,ESP,Athletics,18
1928,ESP,Boxing,6
1928,ESP,Cycling,1
1928,ESP,Equestrianism,12
1928,ESP,Fencing,18
1928,ESP,Football,17
1928,ESP,Hockey,15
1928,ESP,Sailing,6
1928,ESP,Swimming,6
1928,ESP,Water Polo,7
1928,EST,Athletics,5
1928,EST,Boxing,1
1928,EST,Sailing,5
1928,EST,Speed Skating,6
1928,EST,Weightlifting,4
1928,EST,Wrestling,8
1928,FIN,Athletics,48
1928,FIN,Boxing,3
1928,FIN,Cross Country Skiing,8
1928,FIN,Cycling,1
1928,FIN,Diving,2
1928,FIN,Equestrianism,1
1928,FIN,Fencing,3
1928,FIN,Figure Skating,3
1928,FIN,Gymnastics,56
1928,FIN,Modern Pentathlon,3
1928,FIN,Nordic Combined,2
1928,FIN,Sailing,1
1928,FIN,Ski Jumping,2
1928,FIN,Speed Skating,12
1928,FIN,Swimming,1
1928,FIN,Wrestling,13
1928,FRA,Art Competitions,88
1928,FRA,Athletics,71
1928,FRA,Bobsleigh,10
1928,FRA,Boxing,8
1928,FRA,Cross Country Skiing,8
1928,FRA,Cycling,16
1928,FRA,Diving,5
1928,FRA,Equestrianism,18
1928,FRA,Fencing,30
1928,FRA,Figure Skating,5
1928,FRA,Football,11
1928,FRA,Gymnastics,65
1928,FRA,Hockey,15
1928,FRA,Ice Hockey,12
1928,FRA,Modern Pentathlon,3
1928,FRA,Nordic Combined,3
1928,FRA,Rowing,26
1928,FRA,Sailing,13
1928,FRA,Skeleton,1
1928,FRA,Ski Jumping,3
1928,FRA,Speed Skating,5
1928,FRA,Swimming,21
1928,FRA,Water Polo,9
1928,FRA,Weightlifting,10
1928,FRA,Wrestling,13
1928,GBR,Art Competitions,82
1928,GBR,Athletics,65
1928,GBR,Bobsleigh,10
1928,GBR,Boxing,8
1928,GBR,Cycling,16
1928,GBR,Diving,7
1928,GBR,Fencing,28
1928,GBR,Figure Skating,7
1928,GBR,Gymnastics,66
1928,GBR,Ice Hockey,12
1928,GBR,Modern Pentathlon,3
1928,GBR,Rowing,23
1928,GBR,Sailing,8
1928,GBR,Skeleton,1
1928,GBR,Speed Skating,9
1928,GBR,Swimming,28
1928,GBR,Water Polo,9
1928,GBR,Weightlifting,5
1928,GBR,Wrestling,6
1928,GER,Art Competitions,136
1928,GER,Athletics,73
1928,GER,Bobsleigh,10
1928,GER,Boxing,8
1928,GER,Cross Country Skiing,7
1928,GER,Cycling,12
1928,GER,Diving,11
1928,GER,Equestrianism,18
1928,GER,Fencing,26
1928,GER,Figure Skating,8
1928,GER,Football,11
1928,GER,Hockey,19
1928,GER,Ice Hockey,10
1928,GER,Modern Pentathlon,3
1928,GER,Nordic Combined,5
1928,GER,Rowing,23
1928,GER,Sailing,6
1928,GER,Ski Jumping,4
1928,GER,Speed Skating,7
1928,GER,Swimming,29
1928,GER,Water Polo,8
1928,GER,Weightlifting,10
1928,GER,Wrestling,6
1928,GRE,Athletics,29
1928,GRE,Boxing,2
1928,GRE,Fencing,13
1928,GRE,Wrestling,3
1928,HAI,Athletics,3
1928,HUN,Art Competitions,38
1928,HUN,Athletics,35
1928,HUN,Boxing,4
1928,HUN,Cross Country Skiing,2
1928,HUN,Equestrianism,12
1928,HUN,Fencing,29
1928,HUN,Gymnastics,63
1928,HUN,Ice Hockey,10
1928,HUN,Modern Pentathlon,1
1928,HUN,Nordic Combined,1
1928,HUN,Rowing,6
1928,HUN,Sailing,6
1928,HUN,Speed Skating,3
1928,HUN,Swimming,12
1928,HUN,Water Polo,7
1928,HUN,Wrestling,6
1928,IND,Athletics,10
1928,IND,Hockey,14
1928,IRL,Art Competitions,12
1928,IRL,Athletics,12
1928,IRL,Boxing,8
1928,IRL,Cycling,3
1928,IRL,Swimming,2
1928,IRL,Water Polo,7
1928,ITA,Art Competitions,28
1928,ITA,Athletics,37
1928,ITA,Bobsleigh,5
1928,ITA,Boxing,7
1928,ITA,Cross Country Skiing,5
1928,ITA,Cycling,16
1928,ITA,Diving,3
1928,ITA,Equestrianism,12
1928,ITA,Fencing,24
1928,ITA,Football,17
1928,ITA,Gymnastics,68
1928,ITA,Modern Pentathlon,3
1928,ITA,Nordic Combined,1
1928,ITA,Rowing,26
1928,ITA,Sailing,12
1928,ITA,Skeleton,2
1928,ITA,Ski Jumping,3
1928,ITA,Swimming,9
1928,ITA,Weightlifting,6
1928,ITA,Wrestling,5
1928,JPN,Athletics,26
1928,JPN,Boxing,2
1928,JPN,Cross Country Skiing,8
1928,JPN,Diving,1
1928,JPN,Equestrianism,4
1928,JPN,Nordic Combined,1
1928,JPN,Rowing,6
1928,JPN,Ski Jumping,1
1928,JPN,Swimming,16
1928,JPN,Wrestling,1
1928,LAT,Art Competitions,8
1928,LAT,Athletics,7
1928,LAT,Cycling,5
1928,LAT,Sailing,1
1928,LAT,Speed Skating,3
1928,LAT,Weightlifting,1
1928,LAT,Wrestling,2
1928,LTU,Athletics,6
1928,LTU,Boxing,2
1928,LTU,Cycling,4
1928,LTU,Speed Skating,4
1928,LTU,Weightlifting,1
1928,LUX,Art Competitions,6
1928,LUX,Athletics,6
1928,LUX,Bobsleigh,5
1928,LUX,Boxing,5
1928,LUX,Cycling,7
1928,LUX,Football,11
1928,LUX,Gymnastics,56
1928,LUX,Swimming,3
1928,LUX,Water Polo,7
1928,LUX,Weightlifting,3
1928,LUX,Wrestling,3
1928,MEX,Art Competitions,16
1928,MEX,Athletics,21
1928,MEX,Bobsleigh,5
1928,MEX,Boxing,4
1928,MEX,Diving,1
1928,MEX,Fencing,2
1928,MEX,Football,11
1928,MLT,Water Polo,9
1928,MON,Art Competitions,4
1928,MON,Athletics,2
1928,MON,Rowing,5
1928,MON,Sailing,1
1928,NED,Art Competitions,71
1928,NED,Athletics,65
1928,NED,Bobsleigh,5
1928,NED,Boxing,6
1928,NED,Cycling,16
1928,NED,Diving,10
1928,NED,Equestrianism,18
1928,NED,Fencing,30
1928,NED,Football,11
1928,NED,Gymnastics,66
1928,NED,Hockey,11
1928,NED,Modern Pentathlon,3
1928,NED,Rowing,21
1928,NED,Sailing,12
1928,NED,Speed Skating,6
1928,NED,Swimming,19
1928,NED,Water Polo,9
1928,NED,Weightlifting,10
1928,NED,Wrestling,6
1928,NOR,Art Competitions,9
1928,NOR,Athletics,16
1928,NOR,Boxing,5
1928,NOR,Cross Country Skiing,8
1928,NOR,Cycling,4
1928,NOR,Equestrianism,13
1928,NOR,Fencing,15
1928,NOR,Figure Skating,3
1928,NOR,Nordic Combined,4
1928,NOR,Sailing,9
1928,NOR,Ski Jumping,4
1928,NOR,Speed Skating,15
1928,NOR,Swimming,1
1928,NOR,Wrestling,7
1928,NZL,Athletics,4
1928,NZL,Boxing,2
1928,NZL,Swimming,7
1928,PAN,Swimming,2
1928,PHI,Athletics,3
1928,PHI,Swimming,3
1928,POL,Art Competitions,62
1928,POL,Athletics,20
1928,POL,Bobsleigh,5
1928,POL,Boxing,4
1928,POL,Cross Country Skiing,7
1928,POL,Cycling,16
1928,POL,Equestrianism,12
1928,POL,Fencing,7
1928,POL,Ice Hockey,9
1928,POL,Modern Pentathlon,3
1928,POL,Nordic Combined,3
1928,POL,Rowing,14
1928,POL,Sailing,2
1928,POL,Ski Jumping,4
1928,POL,Swimming,2
1928,POL,Wrestling,4
1928,POR,Athletics,4
1928,POR,Equestrianism,6
1928,POR,Fencing,10
1928,POR,Football,12
1928,POR,Modern Pentathlon,1
1928,POR,Sailing,4
1928,POR,Weightlifting,1
1928,POR,Wrestling,1
1928,ROU,Athletics,16
1928,ROU,Bobsleigh,10
1928,ROU,Fencing,17
1928,RSA,Athletics,20
1928,RSA,Boxing,6
1928,RSA,Cycling,1
1928,RSA,Rowing,1
1928,RSA,Sailing,1
1928,RSA,Swimming,10
1928,RSA,Wrestling,1
1928,SUI,Art Competitions,43
1928,SUI,Athletics,16
1928,SUI,Bobsleigh,10
1928,SUI,Cross Country Skiing,8
1928,SUI,Cycling,13
1928,SUI,Diving,1
1928,SUI,Equestrianism,18
1928,SUI,Fencing,19
1928,SUI,Figure Skating,3
1928,SUI,Football,11
1928,SUI,Gymnastics,56
1928,SUI,Hockey,16
1928,SUI,Ice Hockey,12
1928,SUI,Nordic Combined,4
1928,SUI,Rowing,13
1928,SUI,Sailing,1
1928,SUI,Skeleton,2
1928,SUI,Ski Jumping,4
1928,SUI,Swimming,1
1928,SUI,Water Polo,7
1928,SUI,Weightlifting,10
1928,SUI,Wrestling,11
1928,SWE,Athletics,46
1928,SWE,Boxing,8
1928,SWE,Cross Country Skiing,8
1928,SWE,Cycling,8
1928,SWE,Diving,8
1928,SWE,Equestrianism,18
1928,SWE,Fencing,12
1928,SWE,Figure Skating,1
1928,SWE,Ice Hockey,12
1928,SWE,Modern Pentathlon,3
1928,SWE,Nordic Combined,1
1928,SWE,Sailing,11
1928,SWE,Ski Jumping,4
1928,SWE,Speed Skating,4
1928,SWE,Swimming,14
1928,SWE,Weightlifting,2
1928,SWE,Wrestling,9
1928,TCH,Athletics,24
1928,TCH,Boxing,3
1928,TCH,Cross Country Skiing,7
1928,TCH,Cycling,8
1928,TCH,Diving,2
1928,TCH,Equestrianism,18
1928,TCH,Fencing,10
1928,TCH,Figure Skating,3
1928,TCH,Gymnastics,56
1928,TCH,Ice Hockey,10
1928,TCH,Modern Pentathlon,3
1928,TCH,Nordic Combined,4
1928,TCH,Rowing,1
1928,TCH,Sailing,1
1928,TCH,Ski Jumping,4
1928,TCH,Swimming,2
1928,TCH,Water Polo,7
1928,TCH,Weightlifting,6
1928,TCH,Wrestling,6
1928,TUR,Athletics,9
1928,TUR,Cycling,6
1928,TUR,Fencing,7
1928,TUR,Football,11
1928,TUR,Weightlifting,1
1928,TUR,Wrestling,6
1928,URU,Football,17
1928,USA,Art Competitions,91
1928,USA,Athletics,108
1928,USA,Bobsleigh,10
1928,USA,Boxing,8
1928,USA,Cross Country Skiing,3
1928,USA,Cycling,7
1928,USA,Diving,12
1928,USA,Equestrianism,12
1928,USA,Fencing,28
1928,USA,Figure Skating,10
1928,USA,Football,11
1928,USA,Gymnastics,56
1928,USA,Modern Pentathlon,3
1928,USA,Nordic Combined,3
1928,USA,Rowing,26
1928,USA,Sailing,11
1928,USA,Skeleton,2
