Year,NOC,Sport,count
1956,USA,Gymnastics,90
1956,USA,Hockey,13
1956,USA,Ice Hockey,17
1956,USA,Modern Pentathlon,6
1956,USA,Nordic Combined,4
1956,USA,Rowing,26
1956,USA,Sailing,13
1956,USA,Shooting,10
1956,USA,Ski Jumping,4
1956,USA,Speed Skating,13
1956,USA,Swimming,41
1956,USA,Water Polo,10
1956,USA,Weightlifting,7
1956,USA,Wrestling,16
1956,VEN,Athletics,8
1956,VEN,Boxing,2
1956,VEN,Cycling,12
1956,VEN,Equestrianism,6
1956,VEN,Shooting,10
1956,VNM,Cycling,10
1956,YUG,Alpine Skiing,12
1956,YUG,Athletics,8
1956,YUG,Cross Country Skiing,20
1956,YUG,Cycling,1
1956,YUG,Football,14
1956,YUG,Rowing,1
1956,YUG,Shooting,2
1956,YUG,Ski Jumping,4
1956,YUG,Swimming,1
1956,YUG,Water Polo,8
1956,YUG,Wrestling,2
1960,AFG,Athletics,9
1960,AFG,Wrestling,7
1960,AHO,Weightlifting,5
1960,ARG,Alpine Skiing,12
1960,ARG,Athletics,4
1960,ARG,Boxing,10
1960,ARG,Cross Country Skiing,2
1960,ARG,Cycling,9
1960,ARG,Diving,1
1960,ARG,Equestrianism,15
1960,ARG,Fencing,9
1960,ARG,Football,13
1960,ARG,Gymnastics,7
1960,ARG,Modern Pentathlon,6
1960,ARG,Rowing,9
1960,ARG,Sailing,9
1960,ARG,Shooting,9
1960,ARG,Swimming,4
1960,ARG,Water Polo,7
1960,ARG,Wrestling,4
1960,AUS,Alpine Skiing,9
1960,AUS,Athletics,45
1960,AUS,Boxing,10
1960,AUS,Canoeing,11
1960,AUS,Cross Country Skiing,1
1960,AUS,Cycling,16
1960,AUS,Diving,5
1960,AUS,Equestrianism,8
1960,AUS,Fencing,19
1960,AUS,Figure Skating,6
1960,AUS,Gymnastics,24
1960,AUS,Hockey,15
1960,AUS,Ice Hockey,17
1960,AUS,Modern Pentathlon,6
1960,AUS,Nordic Combined,1
1960,AUS,Rowing,25
1960,AUS,Sailing,11
1960,AUS,Shooting,10
1960,AUS,Speed Skating,4
1960,AUS,Swimming,46
1960,AUS,Water Polo,10
1960,AUS,Weightlifting,7
1960,AUS,Wrestling,12
1960,AUT,Alpine Skiing,24
1960,AUT,Athletics,11
1960,AUT,Boxing,5
1960,AUT,Canoeing,11
1960,AUT,Cycling,13
1960,AUT,Diving,3
1960,AUT,Equestrianism,1
1960,AUT,Fencing,15
1960,AUT,Figure Skating,6
1960,AUT,Gymnastics,84
1960,AUT,Modern Pentathlon,6
1960,AUT,Nordic Combined,1
1960,AUT,Rowing,10
1960,AUT,Sailing,8
1960,AUT,Shooting,8
1960,AUT,Ski Jumping,4
1960,AUT,Speed Skating,7
1960,AUT,Swimming,10
1960,AUT,Weightlifting,4
1960,AUT,Wrestling,9
1960,BAH,Athletics,3
1960,BAH,Sailing,11
1960,BEL,Athletics,19
1960,BEL,Boxing,4
1960,BEL,Canoeing,7
1960,BEL,Cycling,15
1960,BEL,Equestrianism,2
1960,BEL,Fencing,26
1960,BEL,Gymnastics,29
1960,BEL,Hockey,17
1960,BEL,Modern Pentathlon,1
1960,BEL,Rowing,5
1960,BEL,Sailing,3
1960,BEL,Shooting,5
1960,BEL,Swimming,3
1960,BEL,Water Polo,7
1960,BEL,Weightlifting,2
1960,BEL,Wrestling,5
1960,BER,Sailing,9
1960,BRA,Athletics,6
1960,BRA,Basketball,12
1960,BRA,Boxing,5
1960,BRA,Cycling,2
1960,BRA,Diving,1
1960,BRA,Equestrianism,6
1960,BRA,Football,14
1960,BRA,Modern Pentathlon,6
1960,BRA,Rowing,5
1960,BRA,Sailing,5
1960,BRA,Shooting,5
1960,BRA,Swimming,9
1960,BRA,Water Polo,9
1960,BRA,Weightlifting,1
1960,BUL,Alpine Skiing,9
1960,BUL,Athletics,10
1960,BUL,Basketball,12
1960,BUL,Boxing,6
1960,BUL,Canoeing,5
1960,BUL,Cross Country Skiing,6
1960,BUL,Cycling,9
1960,BUL,Equestrianism,9
1960,BUL,Fencing,4
1960,BUL,Football,15
1960,BUL,Gymnastics,84
1960,BUL,Shooting,6
1960,BUL,Weightlifting,7
1960,BUL,Wrestling,16
1960,CAN,Alpine Skiing,24
1960,CAN,Athletics,36
1960,CAN,Boxing,4
1960,CAN,Canoeing,6
1960,CAN,Cross Country Skiing,4
1960,CAN,Cycling,2
1960,CAN,Diving,4
1960,CAN,Equestrianism,8
1960,CAN,Fencing,1
1960,CAN,Figure Skating,8
1960,CAN,Gymnastics,17
1960,CAN,Ice Hockey,17
1960,CAN,Nordic Combined,2
1960,CAN,Rowing,15
1960,CAN,Sailing,11
1960,CAN,Shooting,12
1960,CAN,Ski Jumping,3
1960,CAN,Speed Skating,17
1960,CAN,Swimming,18
1960,CAN,Weightlifting,3
1960,CAN,Wrestling,3
1960,CHI,Alpine Skiing,12
1960,CHI,Athletics,4
1960,CHI,Boxing,3
1960,CHI,Shooting,2
1960,COL,Cycling,10
1960,COL,Diving,1
1960,COL,Fencing,6
1960,COL,Shooting,3
1960,COL,Weightlifting,3
1960,CUB,Athletics,3
1960,CUB,Boxing,1
1960,CUB,Fencing,1
1960,CUB,Gymnastics,10
1960,CUB,Sailing,2
1960,CUB,Swimming,2
1960,CUB,Weightlifting,1
1960,CUB,Wrestling,1
1960,DEN,Athletics,9
1960,DEN,Boxing,5
1960,DEN,Canoeing,11
1960,DEN,Cycling,8
1960,DEN,Diving,2
1960,DEN,Equestrianism,8
1960,DEN,Fencing,1
1960,DEN,Football,12
1960,DEN,Hockey,12
1960,DEN,Modern Pentathlon,1
1960,DEN,Rowing,16
1960,DEN,Sailing,9
1960,DEN,Shooting,7
1960,DEN,Speed Skating,3
1960,DEN,Swimming,4
1960,DEN,Wrestling,4
1960,ESP,Alpine Skiing,12
1960,ESP,Athletics,14
1960,ESP,Basketball,12
1960,ESP,Boxing,8
1960,ESP,Canoeing,3
1960,ESP,Cycling,14
1960,ESP,Equestrianism,14
1960,ESP,Fencing,20
1960,ESP,Gymnastics,82
1960,ESP,Hockey,14
1960,ESP,Modern Pentathlon,2
1960,ESP,Rowing,18
1960,ESP,Sailing,11
1960,ESP,Shooting,10
1960,ESP,Swimming,10
1960,ESP,Weightlifting,2
1960,ESP,Wrestling,4
1960,ETH,Athletics,7
1960,ETH,Cycling,8
1960,FIJ,Athletics,3
1960,FIN,Athletics,30
1960,FIN,Biathlon,4
1960,FIN,Boxing,7
1960,FIN,Canoeing,9
1960,FIN,Cross Country Skiing,23
1960,FIN,Cycling,10
1960,FIN,Diving,1
1960,FIN,Fencing,9
1960,FIN,Gymnastics,84
1960,FIN,Ice Hockey,17
1960,FIN,Modern Pentathlon,6
1960,FIN,Nordic Combined,4
1960,FIN,Rowing,12
1960,FIN,Sailing,9
1960,FIN,Shooting,11
1960,FIN,Ski Jumping,4
1960,FIN,Speed Skating,22
1960,FIN,Swimming,15
1960,FIN,Weightlifting,2
1960,FIN,Wrestling,14
1960,FRA,Alpine Skiing,24
1960,FRA,Athletics,45
1960,FRA,Basketball,12
1960,FRA,Biathlon,4
1960,FRA,Boxing,8
1960,FRA,Canoeing,9
1960,FRA,Cross Country Skiing,10
1960,FRA,Cycling,17
1960,FRA,Diving,5
1960,FRA,Equestrianism,14
1960,FRA,Fencing,33
1960,FRA,Figure Skating,4
1960,FRA,Football,17
1960,FRA,Gymnastics,84
1960,FRA,Hockey,16
1960,FRA,Modern Pentathlon,6
1960,FRA,Rowing,16
1960,FRA,Sailing,11
1960,FRA,Shooting,9
1960,FRA,Ski Jumping,2
1960,FRA,Speed Skating,11
1960,FRA,Swimming,34
1960,FRA,Water Polo,11
1960,FRA,Weightlifting,6
1960,FRA,Wrestling,10
1960,GBR,Alpine Skiing,20
1960,GBR,Athletics,80
1960,GBR,Biathlon,2
1960,GBR,Boxing,10
1960,GBR,Canoeing,8
1960,GBR,Cross Country Skiing,6
1960,GBR,Cycling,17
1960,GBR,Diving,8
1960,GBR,Equestrianism,16
1960,GBR,Fencing,32
1960,GBR,Figure Skating,4
1960,GBR,Football,15
1960,GBR,Gymnastics,84
1960,GBR,Hockey,15
1960,GBR,Modern Pentathlon,6
1960,GBR,Rowing,26
1960,GBR,Sailing,11
1960,GBR,Shooting,10
1960,GBR,Speed Skating,7
1960,GBR,Swimming,38
1960,GBR,Weightlifting,7
1960,GBR,Wrestling,6
1960,GER,Alpine Skiing,24
1960,GER,Athletics,104
1960,GER,Biathlon,4
1960,GER,Boxing,10
1960,GER,Canoeing,13
1960,GER,Cross Country Skiing,23
1960,GER,Cycling,17
1960,GER,Diving,8
1960,GER,Equestrianism,16
1960,GER,Fencing,33
1960,GER,Figure Skating,11
1960,GER,Gymnastics,84
1960,GER,Hockey,14
1960,GER,Ice Hockey,16
1960,GER,Modern Pentathlon,6
1960,GER,Nordic Combined,4
1960,GER,Rowing,26
1960,GER,Sailing,13
1960,GER,Shooting,11
1960,GER,Ski Jumping,4
1960,GER,Speed Skating,24
1960,GER,Swimming,38
1960,GER,Water Polo,9
1960,GER,Weightlifting,7
1960,GER,Wrestling,16
1960,GHA,Athletics,9
1960,GHA,Boxing,6
1960,GRE,Athletics,25
1960,GRE,Boxing,2
1960,GRE,Rowing,8
1960,GRE,Sailing,8
1960,GRE,Shooting,10
1960,GRE,Swimming,2
1960,GRE,Weightlifting,1
1960,GRE,Wrestling,3
1960,GUY,Athletics,5
1960,GUY,Boxing,1
1960,HAI,Weightlifting,1
1960,HKG,Shooting,3
1960,HKG,Swimming,1
1960,HUN,Athletics,34
1960,HUN,Basketball,12
1960,HUN,Biathlon,1
1960,HUN,Boxing,6
1960,HUN,Canoeing,13
1960,HUN,Cross Country Skiing,2
1960,HUN,Cycling,5
1960,HUN,Diving,4
1960,HUN,Equestrianism,6
1960,HUN,Fencing,34
1960,HUN,Football,16
1960,HUN,Gymnastics,84
1960,HUN,Modern Pentathlon,6
1960,HUN,Rowing,12
1960,HUN,Sailing,5
1960,HUN,Shooting,11
1960,HUN,Ski Jumping,1
1960,HUN,Swimming,34
1960,HUN,Water Polo,14
1960,HUN,Weightlifting,5
1960,HUN,Wrestling,11
1960,INA,Athletics,1
1960,INA,Boxing,3
1960,INA,Cycling,8
1960,INA,Fencing,4
1960,INA,Sailing,5
1960,INA,Shooting,1
1960,INA,Swimming,3
1960,INA,Weightlifting,2
1960,IND,Athletics,15
1960,IND,Football,12
1960,IND,Hockey,13
1960,IND,Shooting,3
1960,IND,Weightlifting,1
1960,IND,Wrestling,5
1960,IRI,Athletics,1
1960,IRI,Boxing,4
1960,IRI,Shooting,2
1960,IRI,Weightlifting,5
1960,IRI,Wrestling,12
1960,IRL,Athletics,11
1960,IRL,Boxing,10
1960,IRL,Cycling,6
1960,IRL,Equestrianism,14
1960,IRL,Fencing,10
1960,IRL,Sailing,6
1960,IRL,Weightlifting,2
1960,IRL,Wrestling,4
1960,IRQ,Athletics,18
1960,IRQ,Boxing,2
1960,IRQ,Cycling,2
1960,IRQ,Weightlifting,5
1960,IRQ,Wrestling,1
1960,ISL,Alpine Skiing,9
1960,ISL,Athletics,9
1960,ISL,Ski Jumping,1
1960,ISL,Swimming,2
1960,ISR,Athletics,12
1960,ISR,Cycling,2
1960,ISR,Fencing,2
1960,ISR,Gymnastics,15
1960,ISR,Shooting,4
1960,ISR,Swimming,9
1960,ISR,Weightlifting,2
1960,ITA,Alpine Skiing,24
1960,ITA,Athletics,55
1960,ITA,Basketball,12
1960,ITA,Boxing,10
1960,ITA,Canoeing,13
1960,ITA,Cross Country Skiing,16
1960,ITA,Cycling,17
1960,ITA,Diving,5
1960,ITA,Equestrianism,13
1960,ITA,Fencing,33
1960,ITA,Figure Skating,2
1960,ITA,Football,16
1960,ITA,Gymnastics,84
1960,ITA,Hockey,18
1960,ITA,Modern Pentathlon,6
1960,ITA,Nordic Combined,1
1960,ITA,Rowing,26
1960,ITA,Sailing,11
1960,ITA,Shooting,9
1960,ITA,Ski Jumping,4
1960,ITA,Speed Skating,11
1960,ITA,Swimming,39
1960,ITA,Water Polo,12
1960,ITA,Weightlifting,7
1960,ITA,Wrestling,16
1960,JPN,Alpine Skiing,11
1960,JPN,Athletics,25
1960,JPN,Basketball,12
1960,JPN,Boxing,5
1960,JPN,Cross Country Skiing,11
1960,JPN,Cycling,6
1960,JPN,Diving,8
1960,JPN,Equestrianism,5
1960,JPN,Fencing,21
1960,JPN,Figure Skating,3
1960,JPN,Gymnastics,84
1960,JPN,Hockey,14
1960,JPN,Ice Hockey,17
1960,JPN,Modern Pentathlon,2
1960,JPN,Nordic Combined,4
1960,JPN,Rowing,14
1960,JPN,Sailing,6
1960,JPN,Shooting,9
1960,JPN,Ski Jumping,4
1960,JPN,Speed Skating,23
1960,JPN,Swimming,37
1960,JPN,Water Polo,7
1960,JPN,Weightlifting,7
1960,JPN,Wrestling,16
1960,KEN,Athletics,8
1960,KEN,Hockey,16
1960,KEN,Sailing,3
1960,KEN,Shooting,3
1960,KOR,Alpine Skiing,3
1960,KOR,Athletics,6
1960,KOR,Boxing,6
1960,KOR,Cross Country Skiing,2
1960,KOR,Cycling,8
1960,KOR,Diving,1
1960,KOR,Equestrianism,2
1960,KOR,Gymnastics,12
1960,KOR,Shooting,3
1960,KOR,Speed Skating,15
1960,KOR,Weightlifting,7
1960,KOR,Wrestling,4
1960,LBR,Athletics,6
1960,LIB,Alpine Skiing,5
1960,LIB,Athletics,1
1960,LIB,Fencing,7
1960,LIB,Sailing,3
1960,LIB,Shooting,3
1960,LIB,Weightlifting,2
1960,LIB,Wrestling,6
1960,LIE,Alpine Skiing,9
1960,LIE,Athletics,3
1960,LIE,Cycling,1
1960,LIE,Shooting,4
1960,LUX,Athletics,10
1960,LUX,Boxing,5
1960,LUX,Canoeing,3
1960,LUX,Cycling,8
1960,LUX,Fencing,18
1960,LUX,Gymnastics,58
1960,LUX,Shooting,5
1960,LUX,Swimming,4
1960,LUX,Weightlifting,2
1960,LUX,Wrestling,4
1960,MAL,Athletics,4
1960,MAL,Shooting,2
1960,MAL,Swimming,3
1960,MAL,Weightlifting,2
1960,MAR,Athletics,10
1960,MAR,Boxing,7
1960,MAR,Cycling,8
1960,MAR,Fencing,24
1960,MAR,Gymnastics,44
1960,MAR,Modern Pentathlon,2
1960,MAR,Sailing,1
1960,MAR,Shooting,6
1960,MAR,Weightlifting,4
1960,MAR,Wrestling,5
1960,MEX,Athletics,6
1960,MEX,Basketball,12
1960,MEX,Boxing,3
1960,MEX,Cycling,16
1960,MEX,Diving,6
1960,MEX,Fencing,13
1960,MEX,Gymnastics,7
1960,MEX,Modern Pentathlon,6
1960,MEX,Rowing,2
1960,MEX,Sailing,2
1960,MEX,Shooting,6
1960,MEX,Swimming,26
1960,MEX,Weightlifting,1
1960,MEX,Wrestling,4
1960,MLT,Cycling,6
1960,MLT,Sailing,3
1960,MLT,Shooting,2
1960,MLT,Swimming,2
1960,MON,Fencing,4
1960,MON,Sailing,3
1960,MON,Shooting,6
1960,MYA,Athletics,1
1960,MYA,Boxing,3
1960,MYA,Sailing,3
1960,MYA,Swimming,1
1960,MYA,Weightlifting,2
1960,NED,Athletics,10
1960,NED,Boxing,3
1960,NED,Canoeing,7
1960,NED,Cycling,17
1960,NED,Diving,2
1960,NED,Fencing,8
1960,NED,Figure Skating,2
1960,NED,Gymnastics,36
1960,NED,Hockey,16
1960,NED,Rowing,13
1960,NED,Sailing,7
1960,NED,Speed Skating,11
1960,NED,Swimming,29
1960,NED,Water Polo,9
1960,NED,Wrestling,3
1960,NGR,Athletics,11
1960,NGR,Boxing,4
1960,NOR,Alpine Skiing,14
1960,NOR,Athletics,12
1960,NOR,Biathlon,3
1960,NOR,Boxing,2
1960,NOR,Canoeing,3
1960,NOR,Cross Country Skiing,16
1960,NOR,Cycling,1
1960,NOR,Fencing,2
1960,NOR,Gymnastics,7
1960,NOR,Nordic Combined,4
1960,NOR,Rowing,2
1960,NOR,Sailing,9
1960,NOR,Shooting,7
1960,NOR,Ski Jumping,4
1960,NOR,Speed Skating,14
1960,NOR,Weightlifting,1
1960,NOR,Wrestling,4
1960,NZL,Alpine Skiing,12
1960,NZL,Athletics,22
1960,NZL,Cycling,1
1960,NZL,Equestrianism,1
1960,NZL,Fencing,3
1960,NZL,Hockey,14
1960,NZL,Rowing,1
1960,NZL,Sailing,3
1960,NZL,Weightlifting,1
1960,NZL,Wrestling,1
1960,PAK,Athletics,19
1960,PAK,Boxing,4
1960,PAK,Cycling,3
1960,PAK,Hockey,13
1960,PAK,Shooting,5
1960,PAK,Weightlifting,2
1960,PAK,Wrestling,7
1960,PAN,Athletics,6
1960,PAN,Weightlifting,1
1960,PAN,Wrestling,1
1960,PER,Football,19
1960,PER,Rowing,2
1960,PER,Shooting,12
1960,PHI,Athletics,10
1960,PHI,Basketball,12
1960,PHI,Boxing,1
1960,PHI,Sailing,3
1960,PHI,Shooting,8
1960,PHI,Swimming,13
1960,PHI,Weightlifting,2
1960,POL,Athletics,64
1960,POL,Basketball,12
1960,POL,Boxing,10
1960,POL,Canoeing,10
1960,POL,Cross Country Skiing,18
1960,POL,Cycling,8
1960,POL,Diving,2
1960,POL,Equestrianism,8
1960,POL,Fencing,33
1960,POL,Football,13
1960,POL,Gymnastics,84
1960,POL,Hockey,13
1960,POL,Modern Pentathlon,6
1960,POL,Nordic Combined,1
1960,POL,Rowing,5
1960,POL,Shooting,10
1960,POL,Ski Jumping,1
1960,POL,Speed Skating,8
1960,POL,Swimming,9
1960,POL,Weightlifting,7
1960,POL,Wrestling,13
1960,POR,Athletics,5
1960,POR,Cycling,8
1960,POR,Equestrianism,16
1960,POR,Fencing,19
1960,POR,Gymnastics,22
1960,POR,Rowing,5
1960,POR,Sailing,11
1960,POR,Shooting,9
1960,POR,Swimming,10
1960,POR,Weightlifting,1
1960,POR,Wrestling,3
1960,PUR,Athletics,9
1960,PUR,Basketball,12
1960,PUR,Fencing,1
1960,PUR,Shooting,4
1960,PUR,Swimming,1
1960,PUR,Weightlifting,2
1960,RHO,Athletics,4
1960,RHO,Boxing,4
1960,RHO,Diving,1
1960,RHO,Sailing,2
1960,RHO,Shooting,1
1960,ROU,Athletics,10
1960,ROU,Boxing,9
1960,ROU,Canoeing,11
1960,ROU,Cycling,9
1960,ROU,Equestrianism,14
1960,ROU,Fencing,23
1960,ROU,Gymnastics,36
1960,ROU,Rowing,14
1960,ROU,Shooting,12
1960,ROU,Swimming,2
1960,ROU,Water Polo,7
1960,ROU,Weightlifting,2
1960,ROU,Wrestling,7
1960,RSA,Athletics,13
1960,RSA,Boxing,8
1960,RSA,Cycling,7
1960,RSA,Figure Skating,4
1960,RSA,Gymnastics,5
1960,RSA,Modern Pentathlon,1
1960,RSA,Rowing,5
1960,RSA,Sailing,3
1960,RSA,Shooting,7
1960,RSA,Swimming,6
1960,RSA,Water Polo,9
1960,RSA,Weightlifting,3
1960,RSA,Wrestling,5
1960,SGP,Sailing,3
1960,SGP,Shooting,1
1960,SGP,Weightlifting,1
1960,SMR,Cycling,8
1960,SMR,Shooting,4
1960,SMR,Wrestling,1
1960,SRI,Athletics,1
1960,SRI,Boxing,2
1960,SRI,Cycling,1
1960,SRI,Swimming,1
1960,SUD,Athletics,2
1960,SUD,Boxing,3
1960,SUD,Shooting,6
1960,SUD,Weightlifting,2
1960,SUI,Alpine Skiing,24
1960,SUI,Athletics,27
1960,SUI,Boxing,6
1960,SUI,Canoeing,7
1960,SUI,Cross Country Skiing,12
1960,SUI,Cycling,16
1960,SUI,Diving,1
1960,SUI,Equestrianism,12
1960,SUI,Fencing,12
1960,SUI,Figure Skating,3
1960,SUI,Gymnastics,48
1960,SUI,Hockey,16
1960,SUI,Modern Pentathlon,6
1960,SUI,Rowing,18
1960,SUI,Sailing,11
1960,SUI,Shooting,12
1960,SUI,Ski Jumping,1
1960,SUI,Swimming,14
1960,SUI,Weightlifting,3
1960,SUI,Wrestling,12
1960,SWE,Athletics,32
1960,SWE,Biathlon,4
1960,SWE,Boxing,2
1960,SWE,Canoeing,9
1960,SWE,Cross Country Skiing,23
1960,SWE,Cycling,8
1960,SWE,Diving,5
1960,SWE,Equestrianism,16
1960,SWE,Fencing,13
1960,SWE,Gymnastics,84
1960,SWE,Ice Hockey,17
1960,SWE,Modern Pentathlon,6
1960,SWE,Nordic Combined,2
1960,SWE,Rowing,20
1960,SWE,Sailing,11
1960,SWE,Shooting,12
1960,SWE,Ski Jumping,4
1960,SWE,Speed Skating,22
1960,SWE,Swimming,25
1960,SWE,Weightlifting,1
1960,SWE,Wrestling,14
1960,TCH,Athletics,34
1960,TCH,Basketball,12
1960,TCH,Boxing,3
1960,TCH,Canoeing,13
1960,TCH,Cross Country Skiing,2
1960,TCH,Cycling,6
1960,TCH,Diving,2
1960,TCH,Equestrianism,2
1960,TCH,Figure Skating,2
1960,TCH,Gymnastics,84
1960,TCH,Ice Hockey,17
1960,TCH,Nordic Combined,1
1960,TCH,Rowing,23
1960,TCH,Shooting,12
1960,TCH,Swimming,3
1960,TCH,Weightlifting,3
1960,TCH,Wrestling,5
1960,THA,Athletics,10
1960,THA,Boxing,4
1960,THA,Sailing,2
1960,THA,Shooting,8
1960,TPE,Athletics,9
1960,TPE,Boxing,2
1960,TPE,Football,13
1960,TPE,Shooting,4
1960,TPE,Swimming,1
1960,TPE,Weightlifting,2
1960,TUN,Athletics,13
1960,TUN,Boxing,5
1960,TUN,Cycling,8
1960,TUN,Fencing,9
1960,TUN,Football,13
1960,TUN,Modern Pentathlon,6
1960,TUN,Shooting,2
1960,TUR,Alpine Skiing,6
1960,TUR,Athletics,18
1960,TUR,Equestrianism,6
1960,TUR,Football,14
1960,TUR,Sailing,1
1960,TUR,Swimming,3
1960,TUR,Wrestling,16
1960,UAR,Athletics,2
1960,UAR,Boxing,4
1960,UAR,Diving,4
1960,UAR,Equestrianism,6
1960,UAR,Fencing,9
1960,UAR,Football,17
1960,UAR,Gymnastics,48
1960,UAR,Rowing,9
1960,UAR,Shooting,3
1960,UAR,Water Polo,10
1960,UAR,Weightlifting,7
1960,UAR,Wrestling,4
1960,UGA,Athletics,10
1960,UGA,Boxing,6
1960,URS,Alpine Skiing,9
1960,URS,Athletics,97
1960,URS,Basketball,12
1960,URS,Biathlon,4
1960,URS,Boxing,10
1960,URS,Canoeing,13
1960,URS,Cross Country Skiing,23
1960,URS,Cycling,17
1960,URS,Diving,8
1960,URS,Equestrianism,16
1960,URS,Fencing,33
1960,URS,Figure Skating,4
1960,URS,Gymnastics,84
1960,URS,Ice Hockey,17
1960,URS,Modern Pentathlon,6
1960,URS,Nordic Combined,4
1960,URS,Rowing,26
1960,URS,Sailing,11
1960,URS,Shooting,12
1960,URS,Ski Jumping,4
1960,URS,Speed Skating,26
1960,URS,Swimming,36
1960,URS,Water Polo,11
1960,URS,Weightlifting,6
1960,URS,Wrestling,16
1960,URU,Athletics,1
1960,URU,Basketball,12
1960,URU,Boxing,3
1960,URU,Cycling,9
1960,URU,Equestrianism,6
1960,URU,Fencing,3
1960,URU,Rowing,5
1960,URU,Sailing,3
1960,USA,Alpine Skiing,24
1960,USA,Athletics,96
1960,USA,Basketball,12
1960,USA,Biathlon,4
1960,USA,Boxing,10
1960,USA,Canoeing,13
1960,USA,Cross Country Skiing,16
1960,USA,Cycling,17
1960,USA,Diving,8
1960,USA,Equestrianism,16
1960,USA,Fencing,33
1960,USA,Figure Skating,12
1960,USA,Gymnastics,84
1960,USA,Ice Hockey,17
1960,USA,Modern Pentathlon,6
1960,USA,Nordic Combined,4
1960,USA,Rowing,26
1960,USA,Sailing,11
1960,USA,Shooting,12
1960,USA,Ski Jumping,4
1960,USA,Speed Skating,24
1960,USA,Swimming,51
1960,USA,Water Polo,10
1960,USA,Weightlifting,7
1960,USA,Wrestling,16
1960,VEN,Athletics,13
1960,VEN,Boxing,3
1960,VEN,Cycling,8
1960,VEN,Fencing,16
1960,VEN,Sailing,2
1960,VEN,Shooting,6
1960,VEN,Swimming,2
1960,VEN,Weightlifting,2
1960,VEN,Wrestling,2
1960,VNM,Fencing,3
1960,VNM,Swimming,2
1960,WIF,Athletics,12
1960,WIF,Cycling,3
1960,WIF,Sailing,2
1960,WIF,Shooting,2
1960,WIF,Weightlifting,1
1960,YUG,Athletics,23
1960,YUG,Basketball,12
1960,YUG,Boxing,4
1960,YUG,Canoeing,3
1960,YUG,Cycling,8
1960,YUG,Fencing,2
1960,YUG,Football,16
1960,YUG,Gymnastics,63
1960,YUG,Rowing,12
1960,YUG,Sailing,3
1960,YUG,Shooting,8
1960,YUG,Swimming,18
1960,YUG,Water Polo,8
1960,YUG,Wrestling,5
1960,ZIM,Swimming,10
1964,AFG,Wrestling,8
1964,AHO,Fencing,1
1964,AHO,Weightlifting,3
1964,ALG,Gymnastics,7
1964,ARG,Alpine Skiing,12
1964,ARG,Athletics,12
1964,ARG,Bobsleigh,9
1964,ARG,Boxing,10
1964,ARG,Cycling,14
1964,ARG,Equestrianism,15
1964,ARG,Fencing,23
1964,ARG,Football,14
1964,ARG,Gymnastics,7
1964,ARG,Judo,3
1964,ARG,Luge,1
1964,ARG,Rowing,12
1964,ARG,Sailing,6
1964,ARG,Shooting,8
1964,ARG,Swimming,14
1964,ARG,Weightlifting,2
1964,ARG,Wrestling,8
1964,AUS,Alpine Skiing,14
1964,AUS,Athletics,60
1964,AUS,Basketball,12
1964,AUS,Boxing,10
1964,AUS,Canoeing,12
1964,AUS,Cycling,14
1964,AUS,Diving,4
1964,AUS,Equestrianism,14
1964,AUS,Fencing,32
1964,AUS,Gymnastics,78
1964,AUS,Hockey,14
1964,AUS,Judo,4
1964,AUS,Modern Pentathlon,6
1964,AUS,Rowing,26
1964,AUS,Sailing,11
1964,AUS,Shooting,8
1964,AUS,Swimming,61
1964,AUS,Water Polo,11
1964,AUS,Weightlifting,7
1964,AUS,Wrestling,8
1964,AUT,Alpine Skiing,24
1964,AUT,Athletics,11
1964,AUT,Biathlon,4
1964,AUT,Bobsleigh,12
1964,AUT,Boxing,3
1964,AUT,Canoeing,6
1964,AUT,Cross Country Skiing,16
1964,AUT,Diving,8
1964,AUT,Fencing,9
1964,AUT,Figure Skating,10
1964,AUT,Gymnastics,5
1964,AUT,Ice Hockey,17
1964,AUT,Judo,3
1964,AUT,Luge,11
1964,AUT,Modern Pentathlon,6
1964,AUT,Nordic Combined,4
1964,AUT,Rowing,7
1964,AUT,Sailing,3
1964,AUT,Shooting,5
1964,AUT,Ski Jumping,8
1964,AUT,Speed Skating,10
1964,AUT,Swimming,9
1964,AUT,Weightlifting,3
1964,AUT,Wrestling,4
1964,BAH,Athletics,4
1964,BAH,Sailing,8
1964,BEL,Alpine Skiing,3
1964,BEL,Athletics,13
1964,BEL,Bobsleigh,7
1964,BEL,Canoeing,2
1964,BEL,Cycling,15
1964,BEL,Fencing,2
1964,BEL,Gymnastics,5
1964,BEL,Hockey,16
1964,BEL,Rowing,2
1964,BEL,Sailing,1
1964,BEL,Shooting,2
1964,BEL,Speed Skating,1
1964,BEL,Swimming,2
1964,BEL,Water Polo,10
1964,BEL,Weightlifting,1
1964,BEL,Wrestling,3
1964,BER,Sailing,4
1964,BOL,Canoeing,1
1964,BRA,Athletics,1
1964,BRA,Basketball,12
1964,BRA,Boxing,3
1964,BRA,Equestrianism,1
1964,BRA,Football,12
1964,BRA,Judo,1
1964,BRA,Modern Pentathlon,1
1964,BRA,Sailing,5
1964,BRA,Swimming,8
1964,BRA,Volleyball,10
1964,BRA,Water Polo,11
1964,BUL,Alpine Skiing,3
1964,BUL,Athletics,9
1964,BUL,Boxing,6
1964,BUL,Canoeing,2
1964,BUL,Cross Country Skiing,16
1964,BUL,Cycling,1
1964,BUL,Gymnastics,58
